standard_text,dialect_text,dialect
১৫ দিনের মধ্যেই আমাদের বিয়ে হইলো,১৫ দিনের মধ্যেই আমরার বিয়া হইল,Mymensingh
এই কাহিনী পুরোটা শুনে আমি অবাক,এই কাহিনী পুরাডা হুইন্না আমি অবাক,Mymensingh
আমি একটা খুব বড় সমস্যায় পড়েছি দয়া করে কেউ হাসাহাসি করবেন না,আমি একটা খুব বড় সমস্যায় পড়সি দয়া কইরা কেউ হাসাহাসি করবেন না,Mymensingh
আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পছন্দ না,আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পসন্দ না,Mymensingh
তবে আমার গার্লফ্রেন্ড আমাকে বলেছে আমি তাকে যেভাবে রাখবো সে সেভাবেই থাকবে,তবে আমার গার্লফ্রেন্ড আমারে কইসে আমি তারে যেমনে রাখবাম হেয় অম্নেই থাকব,Mymensingh
তাই আমি তাকে লুকিয়ে বিয়ে করতে চাই,তাই আমি তারে লুকায়া বিয়া করতাম চাই,Mymensingh
আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,Mymensingh
আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে,আমি চাইতাসি ট্রেনিং থাইক্কা ফিরাই তারে বিয়া করতে,Mymensingh
যদি লুকিয়ে বিয়ে করি পরবর্তীতে কি তার ফ্যামিলি কোনো সমস্যা করতে পারবে?,যদি লুকায়া বিয়া করি পরে কি হের ফ্যামিলি কোন সমস্যা করতে পারব?,Mymensingh
আমাদের ফ্যামিলি থেকে ওদের ফ্যামিলি অনেক বড়লোক,আমাদের ফ্যামিলি থাইক্কা ওরার ফ্যামিলি অনেক বড়লোক,Mymensingh
আমি গ্রামের ছেলে ঢাকাতে একটা প্রাইভেট বিশ্ববিদ্যালয়ে পড়াশোনা করি,আমি গ্রামের পোলা ঢাকাত একটা প্রাইভেট বিশ্ববিদ্যালয়ে পড়াশুনা করি,Mymensingh
তার সাথে পরিচয় তাকে প্রাইভেট পড়াতে গিয়ে,হের লগে পরিচয় তারে প্রাইভেট পড়াইতে গিয়া,Mymensingh
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে?,দয়া কইরা পরামর্শ দেন বিয়ার পরে কি তার পরিবার কোনো সমস্যা করতে পারব?,Mymensingh
আমি আর আমার বয়ফ্রেন্ড একি স্কুলে পড়তাম,আমি আর আমার বয়ফ্রেন্ড একি ইস্কুলে পড়তাম,Mymensingh
ক্লাস নাইনে আমাদের প্রথম কথা হয় ফেসবুকে,ক্লাস নাইনে আমরার প্রথম কথা হয় ফেসবুকে,Mymensingh
এরপর থেকে ক্লাস টেনে রিলেশনে যাই,এরপর থাইক্কা ক্লাস টেনে রিলেশনে যাই,Mymensingh
আমার বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা ছিল না,আমার বন্ধুত্ব ছাড়া অন্য কিসুর ইচ্ছা আসিল না,Mymensingh
কিন্তু ছেলেটা অনেক ভালো মানুষ কোনো নেশা নাই,কিন্তু ছেলেটা অনেক ভালা মানুষ কোনো নেশা নাই,Mymensingh
আমি সবকিছু বুঝে প্রেম করতে গেলাম,আমি সবকিছু বুঝে প্রেম করতে গেলাম,Mymensingh
প্রথমদিকে অত ভালোবাসতাম না,প্রথমদিকে অত ভালবাসতাম না,Mymensingh
আমাদের ম্যাক্সিমাম কথা হয়েছে অনলাইনে,আমরার ম্যাক্সিমাম কথা হইসে অনলাইনে,Mymensingh
ততদিনে আমি অনেক ভালোবেসে ফেলেছি ওকে,ততদিনে আমি অনেক ভালোবাইসা ফালাইসি ওরে,Mymensingh
ওর আর আমার স্কুল ফ্রেন্ডরা সব জানত,ওর আর আমার ইস্কুল ফ্রেন্ডরা সব জানত,Mymensingh
তারা আমাকে পছন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক,তারা আমারে পসন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক,Mymensingh
এভাবে গেঞ্জাম হয় আবার মিল এরকম করতে করতে ৫ বছর হয়েছে এখন,এমনে গেঞ্জাম হয় আবার মিল এরকম করতে করতে ৫ বছর হইসে এহন,Mymensingh
আমার অসুস্থতার কারণে আমার ১ বছর গ্যাপ গিয়েছে,আমার অসুস্থতার কারণে আমার ১ বছর গ্যাপ গেসে,Mymensingh
আমি এখন সুস্থ অনেক,আমি এহন সুস্থ অনেক,Mymensingh
আমি কিভাবে এখন ওকে ভুলে যাই?,আমি কেমনে এহন ওরে ভুলে যাই?,Mymensingh
আমার বয়স ২৫ হলেও আমি ৫ বছর কন্সিডার করতাম,আমার বয়স ২৫ হইলেও আমি ৫ বছর কন্সিডার করতাম,Mymensingh
আমিও তাকে ছাড়া কিছু ভাবি নাই ৫ বছরে,আমিও তারে ছাড়া কিসু ভাবি নাই ৫ বছরে,Mymensingh
মজা করে অন্য ছেলের কথা বলে তাকে চেতাইছি অনেক,মজা কইরা অন্য ছেড়ার কথা বইল্লা তারে চেতাইসি অনেক,Mymensingh
তাকেই ভালোবাসি আমি তাকে ছাড়তে চাই না,তারেই ভালোবাসি আমি তারে ছাড়তে চাই না,Mymensingh
আমি বুঝে গেছি ওই ছেলেকে ছাড়া আমি থাকতে পারব না,আমি বুইজ্ঝা গেসি ওই পোলারে ছাড়া আমি থাকতে পারতাম না,Mymensingh
এখন সে আমাকে বলে তার লাইফ থেকে চলে যেতে,এহন হেয় আমারে কয় তার লাইফ থাইক্কা চইল্লা যাইত,Mymensingh
আমি অনেক চিন্তার মধ্যে পড়ে গেছি আমি কি করব,আমি মেলা চিন্তার মধ্যে পইড়া গেসি আমি কিতা করবাম,Mymensingh
এক সময় গিয়ে যদি বলে যে ধরে রাখলেই তো পারতা,এক সময় গিয়া যদি কয় যে ধরে রাখলেই তো পারতা,Mymensingh
আপনারা বলেন এখন আমি আসলে করব কি?,আফনেরা কন এহন আমি আসলে করবাম কি?,Mymensingh
বাংলাদেশী মেয়েটি পরিবার সহ নিউজিল্যান্ড থাকে,বাংলাদেশী মাইয়াডা পরিবার সহ নিউজিল্যান্ড থাকে,Mymensingh
ওখানেই এক বাংলাদেশী ছেলের সাথে পরিচয় তারপর সম্পর্ক,ওইহানেই এক বাংলাদেশী ছেড়ার লগে পরিচয় তারপর সম্পর্ক,Mymensingh
বিয়েটা ওই দেশে করতে চেয়েছিল মেয়ে কিন্তু ছেলের ইচ্ছা বাংলাদেশে এসে দুজন বিয়ে করবে,বিয়াডা ওই দেশে করতে চাইসিল মাইয়া কিন্তু পোলার ইচ্ছা বাংলাদেশে আইসা দুইজন বিয়া করব,Mymensingh
ছেলে এক মাস আগে বাংলাদেশে আসে এই ঈদে তাদের বিয়ে হওয়ার কথা,পোলা এক মাস আগে বাংলাদেশে আসে এই ঈদে তারার বিয়া হওয়ার কথা,Mymensingh
মেয়ে তার পরিবার নিয়ে ঈদের কয়েকদিন আগে দেশে আসার কথা ছিল,মাইয়া হের পরিবার নিয়া ঈদের কয়েকদিন আগে দেশে আসার কথা আসিল,Mymensingh
কিন্তু ছেলে বাংলাদেশে আসার পর ওই মেয়েটি সাথে যোগাযোগ বন্ধ করে দেয়,কিন্তু পোলা বাংলাদেশে আওনের পর ওই মাইয়াডার লগে যোগাযোগ বন্ধ কইরা দেয়,Mymensingh
মেয়েটি বিভিন্নভাবে চেষ্টা করে তার সাথে কোন ধরনের যোগাযোগ করতে পারছিল না,মাইয়াডা বিভিন্নভাবে চেষ্টা কইরা তার লগে কোন ধরনের যোগাযোগ করতে পারতাসিল না,Mymensingh
মেয়েটি সপ্তাহখানেক আগে তার সাথে ঘটে যাওয়া ঘটনা আমাদের সাথে শেয়ার করে,মাইয়াডা সপ্তাহখানেক আগে হের লগে ঘইটটা যাওয়া ঘটনা আমারার লগে শেয়ার করে,Mymensingh
ওই ছেলেকে খুঁজে বের করার ব্যাপারে আমাদের সাহায্য চায়,ওই ছেড়ারে খুঁইজ্জা বাইর করনের ব্যাপারে আমরার সাহায্য চায়,Mymensingh
মেয়েটির ঘটনার শুনে আমরা উনাকে দেশে আসতে বলি,মাইয়াডার  ঘটনা হুইন্না আমরা হেরে দেশে আইতে কই,Mymensingh
সে তার পরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আসে,হেয় হের পরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আইসে,Mymensingh
ছেলেকে খুঁজে পাওয়ার মতো শুধু উনার কাছে ছেলের পাসপোর্ট কপি ছিল একটা,পোলারে খুঁইজ্জা পাওনের মতো খালি হের কাসে পোলার পাসপোর্ট কপি ছিল একটা,Mymensingh
আমরা মেয়েটিকে নিয়ে ছেলের বাসায় যাই ,আমরা মাইয়াডারে  নিয়া পোলার বাসায় যাই ,Mymensingh
বাসায় ছেলে ছিল এবং তার পরিবারের সমস্ত সদস্যরা ছিল,বাসায় পোলা আসিল আর হের পরিবারের সমস্ত সদস্যরা আসিল,Mymensingh
মেয়েটিকে দেখে ছেলে ভয় পেয়ে যায়,মাইয়াডারে  দেইক্ষা পোলাডা ভয় পায়া যায়,Mymensingh
ছেলে বাংলাদেশে এসে বিয়ে ঠিক করেছে,পোলা বাংলাদেশে আয়া বিয়া ঠিক করসে,Mymensingh
এই শুক্রবারে তার বিয়ে তার পরিবারের পছন্দ করে রেখেছে মেয়ে,এই শুক্রবারে হের বিয়া হের পরিবারের পসন্দ কইরা রাখসে মাইয়া,Mymensingh
মেয়েটি তার সাথে ঘটে যাওয়া ঘটনা সম্পূর্ণ ছেলেটির পরিবারকে জানায়,মাইয়াডা হের লগে ঘইটটা যাওয়া ঘটনা সম্পূর্ণ পোলাডার পরিবাররে জানায়,Mymensingh
ছেলের পরিবার থেকে মেয়ের পরিবার অনেক ভালো,পোলার পরিবার থাইক্কা মাইয়ার পরিবার মেলা ভালা,Mymensingh
মেয়েটি দেখতে যথেষ্ট সুন্দরী,মাইয়াডা দেখতে যথেষ্ট সুন্দরী,Mymensingh
ছেলের মা বাবা বিয়েতে রাজি হয়,পোলার মা বাপ বিয়াতে রাজি হয়,Mymensingh
মেয়ের পরিবারের সাথে ফোনে কথা বলে ,মাইয়ার পরিবারের লগে ফোনে কথা কয় ,Mymensingh
তারা দুজনে আবার নিউজিল্যান্ড ফিরে যাবে,হেরা দুইজনে আবার নিউজিল্যান্ড ফিরা যাইব,Mymensingh
আমি বিবাহিত,আমি বিবাহিত,Mymensingh
দুই বছর আগে নিজের পছন্দেই বিয়ে করেছিলাম,দুই বছর আগে নিজের পসন্দেই বিয়া করসিলাম,Mymensingh
আমার স্ত্রী আমার থেকে বয়সে ৮ বছরের ছোট,আমার বউ আমার থাইক্কা বয়সে ৮ বছরের ছোট,Mymensingh
আমার স্ত্রী দেখতেও সুন্দরী,আমার বউ দেখতেও সুন্দরী,Mymensingh
আমি বেকার,আমি বেকার,Mymensingh
টুকটাক টিউশনি করে যেটুকু আয় হয় তা দিয়ে নিজের হাতখরচই ঠিকমতো চলে না,টুকটাক টিউশনি কইরা যটটুকু আয় হয় তা দিয়া নিজের হাতখরচই ঠিকমতো চলে না,Mymensingh
তার যাবতীয় খরচ তার বাবা-মা ই বহন করেন,হের যাবতীয় খরচ হের বাপ-মা ই বহন করেন,Mymensingh
সে কখনো আমার কাছে আমার সামর্থ্যের বাইরে কিছুই চায় নাই,হেয় কহনো আমার কাসে আমার সামর্থ্যের বাইরে কিসুই চায় নাই,Mymensingh
আমাদের মধ্যে ভালোবাসার কোনো কমতি নেই,আমরার মধ্যে ভালোবাসার কোন কমতি নাই,Mymensingh
আমাকে সবসময় এগিয়ে চলার অনুপ্রেরণা যোগায়,আমারে বেগসময় আগায়া চলার অনুপ্রেরণা যোগায়,Mymensingh
ভালোবাসা থাকলে সবকিছুই সুন্দর,ভালোবাসা থাকলে বেগকিসুই সুন্দর,Mymensingh
যেকোনো পরিস্থিতি মোকাবেলা করা সম্ভব,যেকোনো পরিস্থিতি মোকাবেলা করন সম্ভব,Mymensingh
আপনারাও আপনাদের জীবনসঙ্গীকে ভালোবাসুন,আফনেরাও আফনেরার জীবনসঙ্গীরে ভালবাসেন,Mymensingh
তাদের চাওয়া -না চাওয়ার গুরুত্ব দিন,হেরার চাওয়া -না চাওয়ার গুরুত্ব দেন,Mymensingh
একে অপরকে পাশে থেকে সাহস যোগান,একজন আরেকজনের পাশে থাইক্কা সাহস যোগান,Mymensingh
আমি ২০১৬ থেকে তাহুরা কে ভালবাসি,আমি ২০১৬ থেকে তাহুরা রে ভালবাসি,Mymensingh
আজ আমাকে বলে আমি নাকি তার যোগ্য না,আইজ আমারে কয় আমি নাকি তার যোগ্য না,Mymensingh
আমি নাকি বেইমান ,আমি নাকিতা বেইমান ,Mymensingh
আমি নাকি মারা গেলে তার একটি আফসোস থাকবে শুধু আমি নাকি তাকে বুঝিনি কখনো,আমি নাকি মইরা গেলে হের একটা আফসোস থাকব শুধু আমি নাকি তারে বুঝিনাই কহনো,Mymensingh
আমি বললাম চলো কাজী অফিসে গিয়ে বিয়ে করি ,আমি কইলাম লও কাজী অফিসে যায়া বিয়া করি ,Mymensingh
আমাকে আল্লাহর কসম দিয়ে বলে দিলো এসব সে পারবে না,আমারে আল্লাহর কসম দিয়া কয়া দিল এসব হেয় পারব না,Mymensingh
আমার ফোন নম্বর ব্লক করে দেয় ,আমার ফোন নম্বর ব্লক কইরা দেয় ,Mymensingh
আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে খুব খারাপ,আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে মেলা খারাপ,Mymensingh
আমি টুকটাক অনলাইনে কাজ করি ,আমি টুকটাক অনলাইনে কাম করি ,Mymensingh
আমি অনেক বার তাঁর কাছে ক্ষমা চেয়েছি,আমি অনেক বার হের কাসে ক্ষমা চাইসি,Mymensingh
অনেক বলেছি যে এরকম আর ভুলেও হবেনা কখনো,অনেক কইসি যে এরকম আর ভুলেও হইবনা কহনো,Mymensingh
সে রাগ করে আমার সাথে কথা বলে না,হেয় রাগ কইরা আমার লগে কথা কয় না,Mymensingh
কিন্তু সে তার মন মতোই,কিন্তু হে হের মন মতোই,Mymensingh
আমি অসুস্থ আমাকে একবারও জিগ্গেস করেনা আমি কেমন আছি,আমি অসুস্থ আমারে একবারও জিগ্গেস করেনা আমি কেমন আসি,Mymensingh
গতকাল রাতে আমাকে বলে দিলো আমি নাকি বেইমান,গতকাল রাতে আমারে কয়া দিলো আমি নাকি বেইমান,Mymensingh
তার জন্য পরিবার মানলে বিয়ে হবে না হলে সে পারবে না,হের লাইজ্ঞা পরিবার মানলে বিয়া হইব না হইলে হেয় পারব না,Mymensingh
আমার ৭ বছরের সব কিছু শেষ,আমার ৭ বছরের বেগ কিসু শেষ,Mymensingh
আমাদের তিন বছরের সংসার বাচ্চা হয়নি,আমাদের তিন বছরের সংসার বাচ্চা হয়নাই,Mymensingh
আমি একটা সরকারি চাকরি করি কিন্তু সে কিছু করে না,আমি একটা সরকারি চাকরি করি কিন্তু হেয় কিসু করে না,Mymensingh
"বাবার টাকার উপরে বসে খায়, নেশা করে প্রতিদিন ঝগড়া তার নিয়মিত কাজ","বাপের টেহার উপরে বয়া খায়, নেশা করে প্রতিদিন ঝগড়া হের নিয়মিত কাজ",Mymensingh
আজকে রাতে গায়ে হাত তুলেছে,আজকে রাতে গায়ে হাত তুলসে,Mymensingh
আমার বড় বোনের বিয়ে হয়েছে ১৩ বছর,আমার বড় বইনের বিয়া হইসে ১৩ বছর,Mymensingh
বিয়ের ১ বছরের পরপরই ওদের মেয়ে হয়,বিয়ার ১ বছরের পরপরই ওরার মাইয়া হয়,Mymensingh
কিন্তু কিছুদিন পরেই তাদের মধ্যে ঝামেলা শুরু হয়,কিন্তু কিসুদিন পরেই তারার মধ্যে ঝামেলা শুরু হয়,Mymensingh
অনেকবার সবাই কথা বলেছে বোঝাতে চেয়েছে যে কি সমস্যা কিন্তু কোনো সমাধান হয়নি,অনেকবার বেহেই কথা কইসে বুঝাইতে চাইসে যে কি সমস্যা কিন্তু কোনো সমাধান হয়নাই,Mymensingh
আমার বোনও চাইতো না কোনো ছাড়াছাড়িতে যেতে,আমার বইনও চাইতো না কোনো ছাড়াছাড়িতে যাইতে,Mymensingh
মেয়ের মুখের দিকে তাকিয়ে ঝগড়া করেই থাকতো,মাইয়ার মুহের দিকে তাকায়া ঝগড়া কইরাই থাকত,Mymensingh
মেয়ের পড়ার খরচ দেয়না ঠিকমত,মাইয়ার পড়ার খরচ দেয়না ঠিকমত,Mymensingh
আমার পরিবারের সবাইকে নিয়ে আজেবাজে কথা বলে,আমার পরিবারের বেহেইরে নিয়া আজেবাজে কথা কয়,Mymensingh
সে বোনের গায়ে হাত তোলে এই কথা সবাই জানে,হেয় বইনের গায়ে হাত তুলে এই কথা বেহেই জানে,Mymensingh
আমরা তাকে বলেছি একসাথে কথা বল কি সমস্যা,আমরা তারে কইসি একলগে কথা ক কি সমস্যা,Mymensingh
কিন্তু সে বলেছে যা বলার ডিভোর্স লেটারে বলবে।,কিন্তু হেয় কইসে যা কওনের ডিভোর্স লেটারে কইব,Mymensingh
এখন আমরা কি করবো?,এহন আমরা কিতা করবাম?,Mymensingh
একজন মা মেয়ের সংসারে এইভাবেই কি অশান্তি করতে পারে,একজন মা মাইয়ার সংসারে এমনেই কি অশান্তি করতে পারে,Mymensingh
আমার ভাই আমদের পুরো পরিবার দেখাশোনা করে,আমার ভাই আমরার পুরা পরিবার দেহাশুনা করে,Mymensingh
আমার আব্বু রাজি ছিল না তবুও আমি আর আম্মু জোর বিয়ে করাই,আমার আব্বা রাজি আসিল না তবুও আমি আর আম্মা জোর বিয়ে করায়,Mymensingh
মেয়েকে দেখে ভাইয়ের পছন্দ হয়েছিল,মেয়েরে দেইক্ষা ভাইয়ের পসন্দ হইসিল,Mymensingh
বিয়ের প্রথম ৩ মাস ভালোই চলছে,বিয়ার প্রথম ৩ মাস ভালাই চলতাসে,Mymensingh
আমার ভাইয়ের অবস্থা ওতো ভালো না,আমার ভাইয়ের অবস্থা ওতো ভালা না,Mymensingh
মেয়ের মা এগুলো দেখেই বিয়ে দিছে,মাইয়ার মা এগুলা দেইক্ষাই বিয়া দিসে,Mymensingh
তারপর থেকেই মেয়ের আচরনে পরিবর্তন দেখা যায়,তারপর থাইক্কাই মাইয়ার আচরনে পরিবর্তন দেহা যায়,Mymensingh
আমার মা সব কাজ একা করছে,আমার মা বেগ কাম একলা করসে,Mymensingh
মেয়ের মা একদিনও আমাদের বাড়ীতে আসে নাই,মাইয়ার মা একদিনও আমরার বাড়ীত আয় নাই,Mymensingh
আমার আম্মুর সাথে ঝগড়া করে আমার ভাইয়ের বউ,আমার আম্মার লগে ঝগড়া কইরা আমার ভাইয়ের বউ,Mymensingh
এই দুনিয়াতে আম্মু আব্বু ভাই ছাড়া আমার কেও নাই,এই দুনিয়াতে আম্মা আব্বা ভাই ছাড়া আমার কেও নাই,Mymensingh
এই মেয়ে রীতিমতো আমার ভাই আর মাকে কষ্ট দিচ্ছে,এই মাইয়া রীতিমতো আমার ভাই আর মারে কষ্ট দিতাসে,Mymensingh
আমার ভাই আম্মুকে ধরে শুধু কান্না করে,আমার ভাই আম্মারে ধইরা খালি কানদে ,Mymensingh
মা কেন আমি এই জাগায় গেলাম,আম্মা কেন আমি এই জাগায় গেলাম,Mymensingh
মেয়ের মা আমার আম্মুকে বলছিল যে আপনাদের টিনের ঘড় দেখে বিয়ে দিছি,মাইয়ার মা আমার আম্মারে কইসিল যে আফনেরার টিনের ঘড় দেইক্ষা বিয়া দিসি,Mymensingh
এখন এটার সমাধান কোথায় পাবো,এহন এইডার সমাধান কোনখানে পায়াম,Mymensingh
আমার স্বামী হাসপাতাল এসেছে আমার বাবাকে দেখতে নয় আমাকে নিতে,আমার জামাই হাসপাতাল আইসে আমার আব্বারে দেখতে না আমারে নিতে,Mymensingh
হাসপাতালে এসেই আমাকে বলে চলো বাসায় যাই,হাসপাতালে আয়াই আমারে কয় চল বাসায় যাই,Mymensingh
কালকে আমাদের বাসায় মেহমান আসবে,কালকে আমরার বাসায় মেমান আইব,Mymensingh
মানুষের বিবেকবুদ্ধি কতটা খারাপ হতে পারে,মানুষের বিবেকবুদ্ধি কতডা খারাপ হইতে পারে,Mymensingh
আমার বাবা অসুস্থ হাসপাতালে আর সে এসেছে আমাকে নিতে,আমার আব্বা অসুস্থ হাসপাতালে আর হেয় আইসে আমারে নিতে,Mymensingh
আমি ওকে বলে দিয়েছি আমি আর তোমার সাথে সংসার করবো না,আমি ওরে কয়া দিসি আমি আর তোমার লগে সংসার করতাম না,Mymensingh
তোমার সংসারের প্রয়োজন মেটানোর জন্য আমার জন্ম হয়নি,তোমার সংসারের প্রয়োজন মিটানোর লাইজ্ঞা আমার জন্ম হয় নাই,Mymensingh
আমার বাবার প্রতি আমার কিছু দায়িত্ববোধ আছে,আমার বাপের প্রতি আমার কিসু দায়িত্ববোধ আসে,Mymensingh
অনেক তোমার সংসারে দায়িত্ব পালন করেছি,অনেক তোমার সংসারে দায়িত্ব পালন করসি,Mymensingh
এখন আমি আমার বাবা দায়িত্ব পালন করব,এহন আমি আমার বাপের দায়িত্ব পালন করবাম,Mymensingh
আমার স্বামী আমার কথা শুনে রাগে হাসপাতাল থেকে বের হয়ে গেছে,আমার জামাই আমার কথা হুইন্না রাগে হাসপাতাল থাইক্কা বাইর হয়া গেসে,Mymensingh
আমার একটুও কষ্ট হচ্ছে না,আমার একটুও কষ্ট হইতাসে না,Mymensingh
দয়া করে পরিচয় গোপন রাখবেন,দয়া কইরা পরিচয় গোপন রাখবাইন,Mymensingh
অনেক পরিচিত লোকজন আছেন,অনেক পরিচিত লোকজন আসেন,Mymensingh
আমি জানি না কীভাবে শুরু করবো,আমি জানি না কেমনে শুরু করবাম,Mymensingh
কখনো ভাবিও নাই আমার এখানে পোস্ট করে সাহায্য চাইতে হবে,কহনো ভাবিও নাই আমার এহানে পোস্ট কইরা সাহায্য চাইতে হইব,Mymensingh
আমি নিজেই অনেক জনকে উপদেশ দিয়েছি,আমি নিজেই অনেক জনরে উপদেশ দিসি,Mymensingh
এখন নিজেই আর পারছি না,এহন নিজেই আর পারতাসি না,Mymensingh
যাইহোক আসল কথায় আসি,যাইহোক আসল কথায় আই,Mymensingh
আমার বিয়ে হয়েছে দেড় বছর,আমার বিয়া হইসে দেড় বছর,Mymensingh
বলে রাখা ভালো এইটা আমার এবং আমার স্বামীর ২ জনেরই দ্বিতীয় সংসার,কয়া রাহা ভালা এইডা আমার আর আমার জামাইয়ের ২ জনেরই দ্বিতীয় সংসার,Mymensingh
"আমার বাবা,ভাই,বোন কেউ নেই","আমার বাপ,ভাই,বোন কেউ নাই",Mymensingh
আমার বিয়ের ২ মাসের মাথায় আব্বু মারা গেছেন,আমার বিয়ার ২ মাসের মাথায় আব্বা মারা গেসেন,Mymensingh
আমার শুধু আম্মু আছেন,আমার শুধু আম্মা আসেন,Mymensingh
প্রথমে আমার স্বামীর কথায় আসি,প্রথমে আমার জামাইয়ের কথায় আই,Mymensingh
আলহামদুলিল্লাহ সে খুব ভালো একজন মানুষ,আলহামদুলিল্লাহ হেয় খুব ভালা একজন মানুষ,Mymensingh
স্বামী হিসেবে একদম নিখুঁত,জামাই হিসাবে একদম নিখুঁত,Mymensingh
তাকে নিয়ে আমার অভিযোগ এর কোন জায়গা নেই,তারে নিয়া আমার অভিযোগ এর কোন জায়গা নাই,Mymensingh
সমস্যা টা হচ্ছে কয়েক মাস আগে থেকে আমার শাশুড়ী মাকে নিয়ে,সমস্যা টা হইতাসে কয়েক মাস আগে থাইক্কা আমার শাশুড়ী মারে নিয়া,Mymensingh
আমি খেয়াল করছি উনি আর উনার ছেলের সম্পর্ক খুব খারাপ,আমি খেয়াল করসি হেয় আর হের পোলার সম্পর্ক খুব খারাপ,Mymensingh
"আমার স্বামীর একটা সমস্যা আছে ,ও একটু চিল্লায় কথা বলে","আমার জামাইয়ের একটা সমস্যা আসে ,ওয় একটু চিল্লায় কথা কয়",Mymensingh
আমি দেখেছি সব সময় এমন কাজ করেন যার জন্য উনার ছেলে অনেক রাগ করেন,আমি দেখসি বেগ সময় এমন কাম করেন যার লাইজ্ঞা হের পোলা মেলা রাগ করে,Mymensingh
কিছু বললে উনি সেইটা অন্যভাবে নিয়ে চিল্লাচিল্লি করেন,কিসু কইলে হেয় ওইডা অন্যভাবে নিয়া চিল্লাচিল্লি করে,Mymensingh
উনি যেইটা বলবে সেইটাই ঠিক আর সেইটাই করবে,উনি যেইডা কইব ওইডাই ঠিক আর ওইডাই করব,Mymensingh
কারো কথা উনি শুনেন না,কারো কথা হেয় হুনে না,Mymensingh
উনার কারো সাথে ভালো সম্পর্ক নেই,হের কারো লগে ভালা সম্পর্ক নাই,Mymensingh
আমার স্বামীর সবকিছুতে উনি দোষ দেখেন,আমার জামাইয়ের বেগকিসুতে হেয় দোষ দেহে,Mymensingh
সবাইকে বলেন ইদানীং আমার ছেলে বদলে গেছে,সবাইরে কয় ইদানীং আমার পোলা বদলায়া গেসে,Mymensingh
গতকাল একটা ছোট বিষয় নিয়ে বলেন বিয়ের পর ছেলেরা কেমন বদলে যায়,গতকাল একটা ছোট বিষয় নিয়া কইলেন বিয়ার পরে পোলারা কেমন বদলায়া যায়,Mymensingh
উনাদের মা ছেলের সম্পর্ক খারাপ এর প্রভাব আমার উপর আসে,হেরার মা পোলার সম্পর্ক খারাপ এর প্রভাব আমার উপর আয়,Mymensingh
আমি আমার স্বামীর সাথে রাগ করি কেনো তাদের এরকম কথা কাটাকাটি হয়,আমি আমার জামাইয়ের লগে রাগ করি কেরে তারার এরকম কথা কাটাকাটি হয়,Mymensingh
ও আমাকে কোন কাজে সাহায্য করে,ও আমারে কোন কামে সাহায্য করে,Mymensingh
"কিছু কিনে দিতে চাইলে,কোথায় ঘুরতে নিয়ে যেতে চাইলে উনি সেইটা ভালোভাবে নেন না","কিসু কিন্না দিতে চাইলে,কোথায় ঘুরতে নিয়া যাইতে চাইলে হেয় হেইডা ভালোভাবে লন না",Mymensingh
উনার আমলের উদাহরণ দেন উনি কি করেছেন,হের আমলের উদাহরণ দেন হেয় কিতা করসেন,Mymensingh
আমাদের আর উনাদের সময় তো এক না,আমরার আর হেরার সময় তো এক না,Mymensingh
আমার বাসার কেউ আসলে উনি বাসায় ঝগড়াঝাটি শুরু করে দেন,আমার বাসার কেউ আইলে উনি বাসায় ঝগড়াঝাটি শুরু কইরা দেন,Mymensingh
আমার স্বামী বাসায় কিছু আনলে সবার জন্য নিয়ে আসেন,আমার জামাই বাসায় কিসু আনলে সবার লাইজ্ঞা নিয়া আসেন,Mymensingh
তাও মার অভিযোগ ও কিছু আনে না,তাও আম্মার অভিযোগ হেয় কিসু আনে না,Mymensingh
কিন্তু আমি নিজেই দেখেছি ও মাকে কত ভালোবাসে,কিন্তু আমি নিজেই দেখসি ওয় মারে কত ভালবাসে,Mymensingh
এইটা ওইটা কিনে দিতে চাইলে বলে টাকা নষ্ট করিস না,এইডা ওইডা কিন্না দিতে চাইলে কয় টাকা নষ্ট করিস না,Mymensingh
আমার আম্মু আসছে আমাদের বাসায় ৬ মাস পরে,আমার আম্মা আইসে আমরার বাসায় ৬ মাস পরে,Mymensingh
আম্মুর সামনে উনারা যা তা ঝগড়া করেন,আম্মার সামনে হেরা যা তা ঝগড়া করেন,Mymensingh
ভালো ব্যবহার করেন না,ভালা ব্যবহার করেন না,Mymensingh
একসাথে বসে খায় ও না,একলগে বয়া খায় ও না,Mymensingh
