standard_text,dialect_text,dialect
আমাদের মধ্যে প্রায়সময় ঝগড়া হয়,আরোর ফ্রায়সময় কইজ্জা অয়,Chittagong
আমি খুব সমস্যায় আছি,আই বেশি সমস্যাত আছি,Chittagong
দিন দিন হতাশার মধ্যে ডুবে যাচ্ছি এর মুক্তি পাবো কিভাবে?,দিন দিন হতাশার মইদ্দে ডুবি যাইর গই মুক্তি হত্তে ফাইয়ুম,Chittagong
আমি সত্যিই খুব অসহায় বোধ করতেছি,আই সত্যি খুব অসহায় বোদ গরির,Chittagong
পোস্ট ভালো না লাগলে এড়িয়ে যান,ফোস্ট গম না লাগিলে চলি যো গয়,Chittagong
একটা মেয়ে ছয়টা ছেলের সাথে প্রেম করছে,এইজ্ঞো মাইয়ার ছোগান ফুয়ার লয় প্রেম গরের,Chittagong
ভিডিও বানানোর কী দরকার ছিল?,ভিডিও বানাইবার কি দরকার আছিল?,Chittagong
আমার তো মনে হয় মেয়েদের একাধিক ডেট করা উচিত,আর তো মনে হদ্দে বেডি ওক্কলের বউত ডেট গরা উচিত,Chittagong
এমন করতেসে কেন বসে বসে?,এরিম্মা্মা কিল্লাইয় গরের দ্দে বইয়েরে,Chittagong
তিনি হিসেব মেলাতে পারছেন না,ইতে হিসাব মিল্লাইতো নো ফারের,Chittagong
এ কী করে সম্ভব,ইবা কেরিম্মা গরি সম্ভব,Chittagong
তুমি ঘুম থেকে উঠে আমাকে কল দিও,তুই ঘুমোত তুন উঠিয়ের কল  দিতোক,Chittagong
তুমি এত ঘুমায় কেন ?,তুই সুদানির ফুয়া এত ঘুমোদ্দে কিল্লায়,Chittagong
তোমার এত ঘুম আসে কেন ?,তুয়ার এতো ঘুম কিল্লায় আয়েদ্দে,Chittagong
তোমার সাথে আমার জরুরি কথা আছে,তুয়ার লয় আর জরুরি হতা আছে,Chittagong
একটা স্বাভাবিক মানুষ এত ঘুমায় না,এইজ্ঞ স্বাভাবিক মানুষ এত হেনে গুমায়,Chittagong
আমার সকালে উঠেই চা খাওয়ার অভ্যাস,আর সকালোত উঠিয়েরে চা খাইবার অব্যাস,Chittagong
আমার সন্ধায় কফি খাওয়ার অভ্যাস আছে,আর সন্ধায় কফি খাইবার অব্যাস আছে ,Chittagong
তুমি দুপুরে কি দিয়ে ভাত খেয়েছ ?,তুই  দুইজ্জা  ভাত হাইয়ো নে?,Chittagong
তুমি কি রাতের বেলা বাহিরে বের হবে ?,তুই  কি রাতিয়াত বাইর হইবা নে ?,Chittagong
আপনার সব থেকে কাছে মানুষটি কে ?,ওনোর  বেজ্ঞুনের  হাছে মানুষ হোন্না?,Chittagong
আপনার সাথে কথা বলতে অনেক ভালো লাগে আমার,ওনোর লয় হথা খইতো বেশি গম লাগে,Chittagong
আমার অনেক খারাপ লাগছে,য়ার বেশি হারাপ লাগের,Chittagong
আমার মনে হয় যে আমি কিছুই মনে রাখতে পারছি না,আর মনে হদ্দে আর কিছু মনোত নাই,Chittagong
আমার ছোটো বোন নানার বাড়ীতে ঘুরতে গিয়েছে, আর ছুড বইনোর নানার বাড়িত গুইত্তে গিয়ে,Chittagong
সে পরের মাসে বিদেশ চলে যাবে,ইতে ফরের মাসোত বিদেশ যাইবো গয়,Chittagong
মেয়েটি খুবই বেয়াদপ, বেডি ইবা বেশি বিয়াদব,Chittagong
মেয়েটি সারাক্ষন মিথ্যে কথা বলে,মাইয়া ইবা সারাক্ষন মিথ্যা হতা খো,Chittagong
ছেলেটি রাস্তা দিয়ে হেঁটে যাচ্ছে,ফুয়া ইবা রাস্তা দিয়েরে হাঠি যার গয়,Chittagong
একটি বিড়াল দরজার সামনে বসে আছে,এইজ্ঞো বিড়াল দরজাত বোই আছে,Chittagong
একটি কুকুর রাস্তায় বসে আছে,এইজ্ঞো কুত্তা রাস্তাত  বোই আছে,Chittagong
একটি সাদা রঙের পাখি আকাশে উড়ছে,এইজ্ঞো সাদা ফাখি উড়ের',Chittagong
অল্পবয়সী একটি ছেলে বাইরে ফুটপাতে দৌড়াচ্ছে,অল্পবয়সী এইজ্ঞো ফুয়া ফুটপাতোত দুরার,Chittagong
আমি কাজে যেতে চাই না,আই কাজোত যাইতো নো চাই,Chittagong
আপনি এই কলমটি নিন,কলম ইবা লো,Chittagong
আমাকে সত্যি কথা বলুন,আরে হাছা হতা হইদো,Chittagong
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুই গুমের তুন জলদি উঠ,Chittagong
আপনি ঘুম থেকে উঠতে চান না,ওনে ঘুমত তুন উইঠো নো চও,Chittagong
আমি সকালে নাস্তা করে স্কুলে যাই,য়াই সকালোত নাস্তা হরিয়ের স্কুলোত যাই,Chittagong
আমার সকালে কিছু খেতে  ভালো লাগে না,আরে সকালোত হিছু খাইত গম নো লাগে,Chittagong
আমরা হেরে গেছি,আই আরি গিয়ি,Chittagong
আমরা হেরে গেছিলাম,আরা হারি গিয়ি,Chittagong
আমটি কে খেয়েছিল?,আম ইবা হন হাইয়ে,Chittagong
আমি হারিয়ে গেছি,আই হারি গিয়ি,Chittagong
আমি ঠিক আছি,আই টিক আছি,Chittagong
আমাকে বিশ্বাস করো,আরে বিশ্বাস গরো,Chittagong
আমার প্রশ্নের জবাব দিন,আর প্রশ্নত জবাব দো,Chittagong
আমি তাকে দখতে পেলাম,আই ইতাারে দেক্কি,Chittagong
আমাকে ঢুকতে দিন,আরে ডুইক্তে দও,Chittagong
আমাকে যেতে দাও,আরে যাইতে দও,Chittagong
এখানে অপেক্ষা করুন,ইরে অপেক্ষা গরো,Chittagong
আমি অসুস্থ হয়ে পরেছিলাম,আই অসুস্থ অয় ফইজ্জি,Chittagong
আমি ওদের দেখতে পেলাম,আই ইতারোরে দেইক্কি,Chittagong
সময় শেষ হয়ে গেছে,সময় শেষ অই গিয়োয়,Chittagong
আমরা অপেক্ষা করব,আরা অফেক্ষা কইজ্জুম,Chittagong
তিনি উঠে দাঁড়ালেন,এবা উঠি গিয়োয়,Chittagong
আমি বেশি লম্বা,আই বেশিি ডর,Chittagong
আমি ক্ষমা চাইছি,আই মাফ চাই,Chittagong
আমি ফিরে এলাম,আই ফিরি আইসসি,Chittagong
আমি কেক পছন্দ করি,আই কেক ফছন্দ গরি,Chittagong
একটু ঘুমিয়ে নাও,এক্কানাা ঘুমাইইয়েরে লো,Chittagong
আমি একা ছিলাম,আই একা আছিলাম,Chittagong
আমার সঙ্গে আসুন,আর লই আইয়ো,Chittagong
তিনি রেগে গেছিলেন,ইবা রাগি গেল গয়,Chittagong
আমার হাতটা ধরুন,আর হাত ইবা ধইজ্জো,Chittagong
আমি অবাক হয়ে গেছিলাম,আই অবাক অয় গিয়িলাম,Chittagong
আমি আসবো না,আই নো আইসসুম,Chittagong
আমি হারবো না,আই নো হাইজ্জুম,Chittagong
আমার হাত ব্যাথা করছে,আর আত টনটন গরের,Chittagong
আমার পা ব্যাথা করছে,আর ট্যাং টনটন গরের,Chittagong
আপনাকে কে পাঠিয়েছে?,ওনরে হোন ফাডাইয়ে',Chittagong
তোমাকে দেখে অসুস্থ বলে মনে হচ্ছে,তুয়ারে দেহিয়েরে অসুক্কা বলি মনে ওর,Chittagong
আপনারা আগে যান,ওনোরা আগে জো,Chittagong
আমাকে ডাকবেন না,আরে নো ডাইক্কো,Chittagong
আমার হলুদ রঙ পছন্দ,আর হলুদ রং দেহিত ফারি,Chittagong
আমি আপেল পছন্দ করি,আই আফেল দেহিত ফারি,Chittagong
আমার ঠান্ডা লেগেছে,আর  তুন টান্ডা লাইজ্ঞে,Chittagong
আমার খিদে পাচ্ছে,আর তুন খুদা লাগের,Chittagong
আমি বিদেশে গেছিলাম,আই  বিদেশত গেইলাম,Chittagong
আমি ভেতরে গেলাম,আই বিতরত গেইলাম,Chittagong
সে রেগে গেছিলো,ইতে গুসসা ওয়িল,Chittagong
আমাকে ওখানে নিয়ে চলুন,আরে ঐইন্দি লই জো,Chittagong
সে আমার স্ত্রী,ইবা আর বউ,Chittagong
আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে,আরে দেহিয়েরে অসুখ বলি মনে অর,Chittagong
আমাদের বিয়ের পর থেকেই নানা ছোটখাটো কারনে ঝগড়া লেগে থাকতো,আরোর বিয়ার ফর তুন নানা ছুডো ছুডো খারনোত ঝগড়া লাগি থাকিতো,Chittagong
আমি বুঝতে পারতাম তার অন্য কোথাও সম্পর্কে আছে,আই বুঝিত ফাইত্তাম ইতার অন্য জায়গাত সম্পর্ক আইসসে,Chittagong
সে কোন দিন স্বীকার করে না,ইতে হোনো দিন স্বীকার নো গরে,Chittagong
এভাবে নানা রকম ঝামেলা হতে থাকে,এরিম্মা নানা রহম ঝামেলা হইত থাকে,Chittagong
আমাদের পারিবারিক ভাবে বিয়ে হয়,আরোর ফারিবারিক ভাবে বিয়া ওইল,Chittagong
যখন বাড়ীতে জানাই তখন নানা রকম কথা হয়,যেত্তে বাড়ীত জানাই এত্তে বয়োত ডইল্লা হতা অয়,Chittagong
বেশ কয়েক বার তাকে সু্যোগ দেয়া হয়,বেশ হয়েব্বার ইতারে সুযোগ দিলাম,Chittagong
কিন্তু সে ভালো হয়না,কিন্ত্য ইতে বালা নো অয়,Chittagong
অনেক দিন বাবার বাসায় ছিলাম,বওত দিন বাফোর বাসাত আছিলাম,Chittagong
"তোমাকে ছাড়া বাচবো, তোমার বিয়েতেও নাচবো","তুয়ারে ছাড়া বাইচ্চুম, তুয়ার বিয়াতো নাইচ্চুম",Chittagong
সে তখন আবারো ফিরে চায় আমাকে,ইতি আবার ফিরি চার আরে,Chittagong
এক পর্যায়ে এমন অবস্থা করে মে আমিও দূবল হয়ে যাই,এক ফর্যায়ে এন অবস্তা গরে যে আইও দুর্বল অয় যাই,Chittagong
কিছু দিন সে ভালো থাকে,কিছু দিন ইতে বালা তাকে,Chittagong
তারপর একের পর এক অশান্তি বাড়তে থাকে,তারফর একের ফর এক অশান্তি বাড়াত তাকে,Chittagong
সে যার সাথে সম্পর্কে জড়িয়ে তাকে বিয়ে করবে না বলে কিন্তু সম্পর্ক রাখবে,ইতে যার লয় সম্পর্ক জড়াইয়ে তারে বিয়া নো গরিভো মাগার সম্পর্ক রাহিবো,Chittagong
সে শুধু আমাকে খাবার টুকু ঠিক মত দেয় যেন কাউকে বলতে না পারি,ইতেে শুধু আরে হাবার টিক মত দে যিবার লাই কেউ হিছু কইত নো ফারে,Chittagong
আমার তো একটা হাত খরচ লাগে তাও সে দেয়না,আর তো অজ্ঞ  হাত হরচ লাগে ইবাও ইতে নো দে,Chittagong
বাবা হিসেবে ছেলেকে ভালবাসে অনেক,বাবা হিসেবে ফুয়ারে বোত বালোবাসে ,Chittagong
চুপ ছিলাম বুঝাইছি অনেক লাভ হয়নি,নো মাতি আছিলাম বুঝাইয়ি অনেক লাভ নো হো ,Chittagong
এক পর্যায়ে আবারো বাড়িতে জানানো হয়,এক ফর্যায়ে আবারো বাড়িত জানানো অইয়ে,Chittagong
তখন সে অনেক খারাপ আচরন করে,তথন ইতে অনেক খারাপ আচরন কইজ্জে,Chittagong
সে আমার পরিবারের কাউকে সম্মান করেনা,ইতে আর ফরিবারোর কাওরে সম্মান নো গরে,Chittagong
"সে কারো কথা বলেনা ,কারো বাসায় যায়না","ইতে হারোর হতা নো খো, হারোর বাসাত নো যা",Chittagong
এমন কি আমার বাবা মা সামনে আসলে সালাম পর্যন্ত দেয়না,এরিম্মা কি আর বাবা মা সামনে আসলে সালাম পর্যন্ত নো দে,Chittagong
সে তাদের সাথে সম্পর্ক রাখবো না,ইতে তারোর লয়  সম্পর্ক নো রাখিবো,Chittagong
আমি তখন বলি কেন কি হইছে ?,আই তহন বলি কেন কি হইয়ে,Chittagong
তারা আমাকে অনেক অপমান করছে,ইতারা আরে অনেক অফমান কইজ্জে,Chittagong
আপনারা বলেন সে পরকিয়া করবে বউ কে মারবে আর বাবা মা চুপ থাকবে?,ওনওরা হোন ইতে  ফরোকিয়া গরিবো বঊ রে মারিব আর মা বাপ চুপ থাহিবো নে?,Chittagong
আমার কোন ভাই নেই আমি বড় মেয়ে,"আর হোনো বাই নেই ,আই ডোর মাইয়া",Chittagong
আমাদের মধ্যেবিও পরিবার,আর মদ্যবিত্ত ফরিবার,Chittagong
এসব কিছু কাউকে বলে কোন সমাধান নাই,এসব হিছু কেউরে  হই হোনো সমাদান নাই,Chittagong
তারা বলে আমরা আমাদের বউ কে কত মারি কোন দিন মুখ দিয়ে কথা বের করে না,ইতারাা বলে আরা আরোর বউ রে হত মারি হোনো দিন মুখ দি হতা বের নো গরে,Chittagong
আমার শাশুড়িও নেই মারা গেছে অনেক আগে,আর ওরিও নেই মরি গিয়োয় বউত আগোত ,Chittagong
আমরা বিয়ের পর থেকেই আলাদা থাকি,আরা বিয়ার ফর তুন আলাদা তাহি,Chittagong
শশুরবাড়ি আমার স্বামীর কিছু নেই কারণ তার মা নাই,ওরবাড়িত আর জামাইয়োর হিছু নাই হারন ইতার মা নাই,Chittagong
তার বাবা বিয়ে করেছে সেখানে বছরে একবার যাওয়া হয়,ইবার বাপ বিয়া কইজ্জে এরে বছরোত একবার যাওয়া অয়,Chittagong
আমি তোমাকে খাবার দেই,আই তুয়ারে হানা দিয়ির,Chittagong
আপনারা বলেন যে স্বামী ভালোবেসে কথা বলেনা,ওনেরা হোন যে জামাই বালোবাসিয়েরে হতা নো হো,Chittagong
এসব সমস্যার সমাধান কোথায় পাবো,এসবোর ঝামেলার সমাধান হরে ফাইয়ুম,Chittagong
আমি অনেক চেষ্টা করেছি যে আমার কোন ভুল আছে কিনা,আই বঊত চেষ্টা গইজ্জি যে আর হোনো বুল আছে কিনা,Chittagong
সে সবাই কে বলে আমি তো ওর সাথেই সংসার করি,ইতে বেজ্ঞুনোরে হইয়্যে দে আই তো ইতার লয় সংসার গরি,Chittagong
এমন না যে আমি দেখতে অসুন্দর,এরিম্মা নাো দে আই দেহিতে সুন্দর নো,Chittagong
যে কেউ আমাকে এক দেখা তে পছন্দ করবে,কোনিক্কা কেউ আরে এক দেহাত ফছন্দ করিবো,Chittagong
কোন উপায় পাইনা কি করব,হনো উফায় নো ফাই যে কি কইজ্জুম,Chittagong
শুধু ছেলের মুখের দিকে তাকিয়ে চুপ করে আছি,উদু মাত্র ফুয়ার মুখোত  তাকিয়েরে চুপ গরি আছি,Chittagong
কিন্তু আমি বেঁচে থেকে মরে আছি,কিন্ত আই বাচি থাকিয়েরে মরি গিয়ি,Chittagong
আমি আমার স্বামীর ভালবাসা চাই,আই আরি জামাইয়োর বালোবাসা সাই,Chittagong
আমার পরিবারের সবার সাথে ও কথা বলুক এটা চাই,আর ফরিবার বেগুনের লয় ও হতা খোক ইবা চাই,Chittagong
আমার বাবা মা অনেক বার মাফ চাইছে,আর বাবা মা বোত বার মাফ সাইয়ে,Chittagong
যা হইছে হয়ে গেছে তোমার কথাই মানলাম আমাদের দোষ ,যিবা ওইয়ে ওয় গিয়োয় তুয়ার হতাই নো মানিলে আরোর দোষ,Chittagong
আমি চাইলেই আমার বাবার বাসায় চলে যেতে পারি,আই  সাইলেও আর বাবার বাসায় চলি যাইত ফারি,Chittagong
সমাজের মানুষ নানান কথা বলবে,সমাজোর মানুষ বোত হতা খইবো,Chittagong
আমার বাবা অসুস্থ হয়ে যাবে,আর বাবা বেরাইম্মা অয় যাইবো,Chittagong
সে এখন নিজে মুখেই বলে তোমার সাথে আবার ও সব ঠিক করছি,ইতে এহন নিজোর মুখোত কইয়েরে তুয়ার লাই আবার বেজ্ঞুন টীক কইজ্জে,Chittagong
অন্য কোথাও বিয়ে করে ভালো থাকবা তা কীভাবে হয়,আরেক জায়াগাত বিয়া গরি গম থাহিবা কেনে ওইবো,Chittagong
সে বাহিরে যা ইচ্ছা করবে বউ হিসাবে আমাকে রাখবে,ইতে বাইজ্জা যা ইচ্ছা গরিবো বঊ হিসাবোত আরে রাখিবো,Chittagong
এদিকে আমার পরিবারের সাথে সম্পর্ক রাখবে না ,এরে আর ফরিবারের লয় সম্পর্ক নো রাইক্কম,Chittagong
আমাকে অনেক মারত,আরে বেশি মারিতো,Chittagong
ছেলেটার ভবিষ্যতের কথা ভেবে চুপ করে আছি,ফুয়াার ববিশোতোর হতা বাবিয়েরে চুপ গরি আছি,Chittagong
আমার বাবা মাও এটা নিয়ে অনেক কষ্ট পাচ্ছে,আর বাবা মাও এবা লয় বোত হষ্ট ফার,Chittagong
আমি বড় মেয়ে আমার ছোট বোন আছে শুধু,আর ডোর মাইয়ে  শুধু   ছুডো বোন আছে,Chittagong
আপনার পরামর্শ দেন আমি কি করব,ওনোর  ফরামর্শ দেতোক আই কি কইজ্জুম,Chittagong
দিন দিন মানসিক ভাবে অসুস্থ হয়ে যাচ্ছি,দিন দিন মানসিক অসুস্থ ওয় যাইর গয়,Chittagong
কোন কথা খারাপ লাগলে দয়া করে মাফ করবেন,কুনো হতা খারাপ লাগিলে দয়া করি মাফ গরি দিয়োন,Chittagong
আমি প্রেম করে বিয়ে করেছি,আই ফিরিত গরি বিয়া কইজ্জি,Chittagong
আমি আমার স্বামীকে অনেক ভালোবাসি,আর জামাইরে বেশি বালোবাসি,Chittagong
আমার বয়স উনিশ বছর,আর বয়স উনিশ বছর,Chittagong
একজন মানুষ কি এমনি এমনি খারাপ হয় বলেন,এইজ্ঞ মানুষ কি এনে এনে খারাপ হো,Chittagong
এমন কিছু করবো যাতে তার কাছে আমাকে না যেতে হয়,এরিম্মা কিছু কইজ্জুম যে ইতার হাছে আরে নো যাওয়া লাগে,Chittagong
আমি কার কাছে চাইবো?,আই হা্র কাছে চাইয়ুম,Chittagong
আপনি থানায় গিয়ে একটা মামলা করেন,ওনে থানাত গিয়িরে এইজ্ঞো মামলা কইজ্জোন,Chittagong
পুলিশকে সবকিছু প্রথম থেকে শেষ পর্যন্ত খুলে বলেন আপনার সাথে যা যা হয়েছে,ফুলিশেরো বেয়াক্কুন খুলিয়েরে হন অনের ফোয়ারিত যাযা অইয়ে,Chittagong
পুলিশকে এটাও বলেন যে আমি যদি আমার সমস্যার কোন সমাধান পাইনি,ফুলিশেরো ইয়ানো হন আই যদি হোন সমইস্যার সমাধান নো ফাই,Chittagong
আমি কিন্তু আত্মহত্যা করতে বাধ্য হব,আই কিন্তু আত্মহত্যা গরিবেল্লাই বাধ্য অইয়ুম,Chittagong
এতে পুলিশের উপর চাপ আসবে,ইয়ানত ফুলুশর উওরত চাপ আইবোদে,Chittagong
আপনার মা এবং স্বামী দুজনেই সতর্ক হবে আপনার প্রতি,অনের মা আর জামাই সতর্ক অইবো অনর ফ্রতি,Chittagong
আপনি যদি পুলিশকে সবটা খুলে বলেন তাহলেই দেখবেন সমস্যার সমাধান হয়ে গেছে,অনে যদি ফুলুশেরে বেয়াক্কুন খোওয়াইয়েরে হন তাইলে দেখিবান সমইস্যা সমধান অই গিয়ি,Chittagong
আপনি একটা সাহায্য পাচ্ছেন পুলিশের কাছ থেকে,অনে এক্কান সাহাইয্য ফাইতে লাইজ্ঞন গুলুশর হাসত্তুন,Chittagong
আমি বলব আপনি বিবাহবিচ্ছেদ পথ বেছে নেন,আই হইয়ুম অনে তালাকর ফত বাসি লইয়ন,Chittagong
নিজের মতন করে বাঁচুন,নিজের ডইল্লে গরিয়েরে বাসন,Chittagong
দুই বেলা ডাল ভাত খেয়ে নিজের মত একা থাকা অনেক ভালো,বুই বেলাত দাইল ভাত হাইয়েরে নিজের ডইল্লে তন বহুত ভালা,Chittagong
যাই হোক মায়ের কাছে অনেক কিছু পাওয়ার থাকলেও আপনি তেমন কিছু পান নাই,যাই অক মায়ের হাসে বহুত কিছু ফোনের তাকিলেও তেমন কিছু নো ফান,Chittagong
অন্যদিকে আপনার স্বামীও লোক হিসেবে ভাল না,অন্যসাইডদ্দি অনের জামাই ও ভালা নো,Chittagong
আপনার দুই দিকেই জ্বালা হইছে,অনের দুই মিক্কেই জালা আসেদে,Chittagong
কিছু কিছু বিষয়ের কোন সমাধান থাকে না,কিছু কিছু বিষয়ত হোন সমাধান নো তাহে,Chittagong
অবশ্যই আপনি নিয়মিত নামাজ পড়ে আল্লাহর কাছে শান্তি প্রার্থনা করতে পারেন,আবশ্যই আল্লার হাসে নমাজ ফরিয়েরে দোয়া গরিবান শান্তির লাই,Chittagong
নিজেকে যোগ্য করে গড়ে তুলতে পারেন,নিজেরে যোগ্য গরিয়েরে তুলিত্তারিবান,Chittagong
নিজেই নিজের জীবন পরিচালনা করতে পারেন,নিজে নিজর জীবন ফরিচালনা গরিত্তারিবান ,Chittagong
আপনার জন্য শুভকামনা রইল,অনর লাই শুভকামনা,Chittagong
আপনি নিজে কিছু করার চেষ্টা করেন যেন পরিবারের সাহায্য হয়,অনে নিজে কিছু গরিবার চেস্টা গরিবান যেন ফরিবারর সাহাইয্য  অয়,Chittagong
সবাই একসাথে খারাপ হয় না,বেয়াক্কুন এক ফোয়ারিত হারাফ নো অয়,Chittagong
"ওরা আপনাকে কিভাবে চায়, ওদের মতো হবার চেষ্টা করুন","ওরা অনেরে কেনে চায়, ইতারার ডইল্লে অইবের চেস্টা গরন",Chittagong
আশা করছি সব কিছু সমাধান হবে,আশা গরির বেয়াক্কিছু সমাধান অই যাইবোদে,Chittagong
আমার বিয়ে হয়েছে ৯ বছর,আর বিয়া অইয়েদে ৯ বছর,Chittagong
প্রেম করে বিয়ে কিন্তু পারিবারিক ভাবেই হয়েছে,ফ্রেম হরিয়েরে বিয়া কিন্তু ফারাবারিক ভাবে অইয়ে,Chittagong
প্রথম থেকেই আমার শাশুড়ি আমাকে অনেক ভালবাসে,ফ্রতমেত্তু আর অউরি আরে ভালোবাসে,Chittagong
ওনারা আমার স্বামীকে অশিক্ষিত মেয়ের সাথে বিয়ে দিতে চেয়েছিল,ইতারা আর জামাইর ফোয়ারি এক্কান অশিক্ষিত মাইয়াফোয়ার বিয়া দিত চাইল,Chittagong
তাদের ঘরের কাজের মানুষ হিসেবে রাখতে চেয়েছিল,তারার গরর হামর লোক রাহিবেল্লাই চাইলো,Chittagong
আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,আর জামাই আরে ফসন্দ গরিয়েরে বিয়া গইজ্জে,Chittagong
গত ৯ বছরে একটানা ৯ দিনের জন্যও তারা আমার সাথে কথা বলেনি,গত ৯ কান বছর তারা আফোয়ারিত আইজো টানা ৯ দিন হতা নো হয়,Chittagong
কোনো আত্মীয় আমার বাসায় এলে তাদের সাথেও সম্পর্ক নষ্ট করতো,হোন আত্মীয়-স্বজন আর বাসাত আইলে তারার ফোয়ারির সম্পর্ক হারাফ গইত্ত,Chittagong
আমরা পারিবারিক কারনে ১ বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,আরা ফারিবারিকরহারনে ১ বছরর লাই এহন নিজ বাড়িত্তুন আন্য জায়গাত আসি,Chittagong
নিজ বাড়িতে এসে শুনি পুরো এলাকাতে আমাদের নামে খারাপ কথা বলেছে,নিজর বারিত আইয়েরে ফুনি ফুরো এলাহাত আরার নামে হারাফ হতা হর,Chittagong
আমার বিরুদ্ধে বুঝিয়েছে যে আমি আমার স্বামীর কে তাবিজ করে নিজ বাড়ি থেকে সরিয়ে ফেলেছি,আরার বিরুদ্ধে বুঝাইয়ে আর জামাইরে তাবিজ গইজ্জে দে নিজ বাড়িত্তুন সরাই ফেলাই,Chittagong
সমস্ত সম্পত্তি বিক্রি করিয়ে স্বামীকে ছেড়ে চলে যাবো,বেয়াক্কুন সম্পত্তি বেসিয়েরে জামাইরে সারি জাইয়ুম দে।,Chittagong
তোমার বৌ নাকি তোমাকে সম্পত্তি বিক্রি করিয়ে ফেলতেছে,তোওয়ার বউ নাকি তোওয়ার সম্পদ বেসি ফেলাইয়ে,Chittagong
আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না,আর জামাই বেয়াক্কুনর বুঝাই বুঝাই যে আই এইল্লে কিছু নো গরির,Chittagong
মান সন্মানের ভয়ে কেউ কিছু বলে না,মান-সম্মানের ভাই  হনিক্কে কিছু নো হর,Chittagong
আমাদের ৩ বছরের প্রেম,আরার ৩ বছরর ফ্রেম,Chittagong
ছেলেটি বাবা চাচার ভয়ে বাড়িতে কিছু বলতে পারে নাহ,ফওয়া ইবা বাপ চাচার ডরত কিছু নো হর,Chittagong
আমার কাছে আরও সময় চাইতো,আর হাসদ্দি আরো সময় চাইতো,Chittagong
বয়স আমার তখন ১৬ তে পড়লো,আর বয়স তহন ১৬ত ফইজ্জে,Chittagong
তখনকার সময় মেয়েদের জন্যে এটি অনেক বয়স,এসমত মাইয়াফোয়ার লাই ইন বহুত বয়স,Chittagong
বাড়ি থেকে ছেলে দেখা শুরু করলো,নারিত্তুন ফোয়া চার,Chittagong
তোর বড় ভাইয়ের সাথে বিয়ে ঠিক হইল,তোর ডর ভাইর ফোয়ারিত বিয়া ঠিক অইল,Chittagong
আমি এখন তোর ভাইকে বিয়ে করতে চাই না,আই এহন তোর ডর ভাইর ফোয়ারিত বিয়া গইত্তাম নো চাইর,Chittagong
আমি আরও এক বছর পরে বিয়ে করতে চাই,আই আরো এক্কান বছর ফোর বিয়া গইত্তাম চাই,Chittagong
ছেলেটি আমার বাবার সাথে কথা বলে আমাদের বিয়ে ঠিক করেছে,ফওয়া ইবা বাবার লোগে হতা হইয়েরে আর বিয়া ঠিক গরে,Chittagong
এরই মাঝে একটি অঘটন ঘটে গেলো,ইয়ার মাঝদ্দি এক্কান দূর ঘটনা গটি গিল,Chittagong
সে তাঁর বাবার ভয়ে কোন কথাই বলতে পারলো না,সে তার বাবার ডরত হতা হইন্নো ফারে,Chittagong
আমি এখনই বিয়ে করে ফেলতে চাই,আই এহনি বিয়া গইত্তাম চাইর,Chittagong
আমার সব শেষ হয়ে যাবে,আর বেয়াক শেষ অই গিয়ি,Chittagong
দয়া করে তুমি তোমার পরিবারের পছন্দে বিয়ে করে ফেলো,দয়া গরি তুই তোওয়ার ফরিবারর ফসন্দ মতন বিয়া গরি ফেলো,Chittagong
এই সাহস আমার নাই,এই সাহস কান আর নাই,Chittagong
আমাকে ভালোবাসলে এইটুকু উপকার করো পায়ে পড়ি তোমার ,আরে ভালোবাসিলে উফকার ইয়ান গরো তোওয়ার টেংত ফরি,Chittagong
সব কিছু শুনে বুঝলাম যে এখন আর এখানে থেকে কোন লাভ হবে না,বেজ্ঞুন উনিয়েরে  টিক বুইজ্জি দে এহন আর এরের তুন লআব ন অইবো,Chittagong
তোর বড় ভাইকেই বিয়ে করতে হবে এখন,তোর ডর ভাইরে বিয়া গরন ফরিব এহন,Chittagong
বাড়ীতে বললাম আমি এই বিয়েতে রাজি,নাড়িত হইলাম বিয়া ইয়ানত আই রাজি নো,Chittagong
যত তাড়াতাড়ি সম্ভব বিয়ের ব্যবস্থা করো,যত হারাহারি সম্ভব বিয়ার ব্যবস্থা গরো,Chittagong
১৫ দিনের মধ্যেই আমাদের বিয়ে হইলো,১৫ দিনের ভিতরত আর বিয়া অইগিল,Chittagong
এই কাহিনী পুরোটা শুনে আমি অবাক,এই কাহিনি ইয়ান ফুনিয়েরে অভাক অইলাম,Chittagong
আমি একটা খুব বড় সমস্যায় পড়েছি দয়া করে কেউ হাসাহাসি করবেন না,আই এক্কান সমইস্যাত ফরি গেইলামদয়া গরিয়েরে হনিক্কায় আসাআসি নো গইজ্জন,Chittagong
আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পছন্দ না,আর ফ্রেমিকার ফরিবার ডিফেন্সর লোক ফসন্দ নো গরে,Chittagong
