standard_text,dialect_text,dialect
আমার অনেক খারাপ লাগছে,আর অনেক খারাপ লাইগছে,Noakhali
আমার মনে হয় যে আমি কিছুই মনে রাখতে পারছি না,আর মনে অয় যে আই কিছুই মনে রাইখতে হাইরতেছি না,Noakhali
আমার ছোটো বোন নানার বাড়ীতে ঘুরতে গিয়েছে,আর ছোডো বইন নানার বাড়ীত ঘুইরতো গেছে,Noakhali
সে পরের মাসে বিদেশ চলে যাবে,হেতে হরের মাসে বিদেশ চলি যাইবো,Noakhali
মেয়েটি খুবই বেয়াদপ,মাইয়াডা খুবই বেদ্দপ,Noakhali
মেয়েটি সারাক্ষন মিথ্যে কথা বলে,মাইয়াডা হারাক্ষন মিছা কতা কয়,Noakhali
ছেলেটি রাস্তা দিয়ে হেঁটে যাচ্ছে,হোলাগা রাস্তা দি আডি যায়,Noakhali
একটি বিড়াল দরজার সামনে বসে আছে,ওকগা বিলাই দরজার সামনে বই আছে,Noakhali
একটি কুকুর রাস্তায় বসে আছে,ওকগা কুত্তা রাস্তাত বই রইছে,Noakhali
একটি সাদা রঙের পাখি আকাশে উড়ছে,ওকগা ধলা রঙের হাখি আকাশে উইড়তেছে,Noakhali
অল্পবয়সী একটি ছেলে বাইরে ফুটপাতে দৌড়াচ্ছে,অল্পবয়সী ওকগা হোলা বাইরে ফুটপাতে দৌড়াইতেছে,Noakhali
আমি কাজে যেতে চাই না,আই কামে যাইতে চাই না,Noakhali
আপনি এই কলমটি নিন,আন্নে এই কলমকান নেন,Noakhali
আমাকে সত্যি কথা বলুন,আরে সত্যি কতা কন,Noakhali
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুমি ঘুম তুন তাড়াতাড়ি উডি যাও,Noakhali
আপনি ঘুম থেকে উঠতে চান না,আন্নে ঘুম তুন উইডতে চান না,Noakhali
আমি সকালে নাস্তা করে স্কুলে যাই,আই ভোরে নাস্তা করি ইস্কুলে যাই,Noakhali
আমার সকালে কিছু খেতে  ভালো লাগে না,আর ভোরে কিছু খাইতে ভালা লাগে না,Noakhali
আমরা হেরে গেছি,আমরা হারি গেছি,Noakhali
আমরা হেরে গেছিলাম,আমরা হারি গেছিলাম,Noakhali
আমটি কে খেয়েছিল?,আমকান কে খাইছিলো ?,Noakhali
আমি হারিয়ে গেছি,আই আজি গেছি,Noakhali
আমি ঠিক আছি,আই ঠিক আছি,Noakhali
আমাকে বিশ্বাস করো,আরে বিশ্বাস করো,Noakhali
আমার প্রশ্নের জবাব দিন,আর হশ্নের জবাব দেন,Noakhali
আমি তাকে দখতে পেলাম,আই হেতেরে দেইখতে হাইলাম,Noakhali
আমাকে ঢুকতে দিন,আরে ঢুইকতে দেন,Noakhali
আমাকে যেতে দাও,আরে যাইতে দাও,Noakhali
এখানে অপেক্ষা করুন,ইয়ানো অপেক্ষা করেন,Noakhali
আমি অসুস্থ হয়ে পরেছিলাম,আই বেরামে হরি গেছিলাম,Noakhali
আমি ওদের দেখতে পেলাম,আই হিগুনরে চাই হালাইছি,Noakhali
সময় শেষ হয়ে গেছে,সময় শেষ অই গেছে,Noakhali
আমরা অপেক্ষা করব,আমরা অপেক্ষা কইরগুম,Noakhali
তিনি উঠে দাঁড়ালেন,হেতে উডি দাঁড়াইলেন,Noakhali
আমি বেশি লম্বা,আই বেশি লম্বা,Noakhali
আমি ক্ষমা চাইছি,আই মাফ চাইছি,Noakhali
আমি ফিরে এলাম,আই হিরি আইলাম,Noakhali
আমি কেক পছন্দ করি,আই কেক হছন্দ করি,Noakhali
একটু ঘুমিয়ে নাও,এক্কানা ঘুমাই নাও,Noakhali
আমি একা ছিলাম,আই একলা আছিলাম,Noakhali
আমার সঙ্গে আসুন,আর লগে আইয়েন,Noakhali
তিনি রেগে গেছিলেন,হেতে চেতি গেছিলেন,Noakhali
আমার হাতটা ধরুন,আর হাতকান ধরেন,Noakhali
আমি অবাক হয়ে গেছিলাম,আই অবাক অই গেছিলাম,Noakhali
আমি আসবো না,আই আইতান নো,Noakhali
আমি হারবো না,আই হাইরতাম ন,Noakhali
আমার হাত ব্যাথা করছে,আর হাত ব্যাথা কইরতেছে,Noakhali
আমার পা ব্যাথা করছে,আর পা ব্যাথা কইরতেছে,Noakhali
আপনাকে কে পাঠিয়েছে?,আন্নেরে কে হাডাইছে?,Noakhali
তোমাকে দেখে অসুস্থ বলে মনে হচ্ছে,তোয়ারে দেই অসুস্থ মনে অইতেছে,Noakhali
আপনারা আগে যান,আন্নেরা আগে দি যান,Noakhali
আমাকে ডাকবেন না,আরে বোলাইবেন না,Noakhali
আমার হলুদ রঙ পছন্দ,আর হলুদ রঙ হছন্দ,Noakhali
আমি আপেল পছন্দ করি,আই আপেল হছন্দ করি,Noakhali
আমার ঠান্ডা লেগেছে,আর ঠান্ডা লাইগছে,Noakhali
আমার খিদে পাচ্ছে,আর খিদা পাইতেছে,Noakhali
আমি বিদেশে গেছিলাম,আই বিদেশে গেছিলাম,Noakhali
আমি ভেতরে গেলাম,আই ভিতরে গেলাম,Noakhali
সে রেগে গেছিলো,হেতে রাগি গেছিলো,Noakhali
আমাকে ওখানে নিয়ে চলুন,আরে হিয়ানে নি চলেন,Noakhali
সে আমার স্ত্রী,হেতি আর বৌ,Noakhali
আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে,আন্নেরে দেই অসুস্থ মনে অইতেছে,Noakhali
আমাদের বিয়ের পর থেকেই নানা ছোটখাটো কারনে ঝগড়া লেগে থাকতো,আঙ্গো বিয়ার হর তুনই নানা ছোডখাডো কারনে ঝগড়া লাগি থাইকতো,Noakhali
আমি বুঝতে পারতাম তার অন্য কোথাও সম্পর্কে আছে,আই বুইঝতে হাইরতাম হেতের অন্য কোনানো সম্পর্কে আছে,Noakhali
সে কোন দিন স্বীকার করে না,হেতে কোনো দিন স্বীকার করে না,Noakhali
এভাবে নানা রকম ঝামেলা হতে থাকে,এন্নে নানা রকম ঝামেলা অইতে থায় ,Noakhali
আমাদের পারিবারিক ভাবে বিয়ে হয়,আঙ্গো পারিবারিক ভাবে বিয়া হয়,Noakhali
যখন বাড়ীতে জানাই তখন নানা রকম কথা হয়,যন বাইত জানাই তন নানা রকম কতা হয়,Noakhali
বেশ কয়েক বার তাকে সু্যোগ দেয়া হয়,বেশ কয়েক বার হেতেরে সু্যোগ দেয়া অয়,Noakhali
কিন্তু সে ভালো হয়না,কিন্তু হেতে ভালা অয়নো,Noakhali
অনেক দিন বাবার বাসায় ছিলাম,অনেক দিন আব্বার বাসাত আছিলাম,Noakhali
"তোমাকে ছাড়া বাচবো, তোমার বিয়েতেও নাচবো","তোয়ারে ছাড়া বাচমু, তোয়ার বিয়াতেও নাচমু",Noakhali
সে তখন আবারো ফিরে চায় আমাকে,হিগা তন আবার হিরি চায় আরে,Noakhali
এক পর্যায়ে এমন অবস্থা করে মে আমিও দূবল হয়ে যাই,এক হর্যায় এরুম অবস্থা করি হালায় যে আইও দুর্বল অই যাই,Noakhali
কিছু দিন সে ভালো থাকে,কিছু দিন হেতে ভালা থায়,Noakhali
তারপর একের পর এক অশান্তি বাড়তে থাকে,এর হরে ওকগার হর ওকগা অশান্তি বাইড়তে থায়,Noakhali
সে যার সাথে সম্পর্কে জড়িয়ে তাকে বিয়ে করবে না বলে কিন্তু সম্পর্ক রাখবে,হেতে যেতির লগে সম্পর্কে জড়াই হেতিরে বিয়া কইরতো ন কই কিন্তু সম্পর্ক রাইখবো ,Noakhali
সে শুধু আমাকে খাবার টুকু ঠিক মত দেয় যেন কাউকে বলতে না পারি,হেতে শুধু আরে খাওন টুকুন ঠিক মতন দেয় যেন কাউরে কইতে না হারি,Noakhali
আমার তো একটা হাত খরচ লাগে তাও সে দেয়না,আর তো এককান হাত খরচ লাগে হিয়ান ও হেতে দেয়না,Noakhali
বাবা হিসেবে ছেলেকে ভালবাসে অনেক,বাবা হিসাবে হোলারে ভালবাসে অনেক,Noakhali
চুপ ছিলাম বুঝাইছি অনেক লাভ হয়নি,চুপ আছিলাম বুঝাইছি অনেক লাভ অয়নো,Noakhali
এক পর্যায়ে আবারো বাড়িতে জানানো হয়,এক হর্যায়ে আবারো বাড়িত জানানো হয়,Noakhali
তখন সে অনেক খারাপ আচরন করে,তন হেতে অনেক খারাপ আচরন করে,Noakhali
সে আমার পরিবারের কাউকে সম্মান করেনা,হেতে আর হরিবারের কাউরে সম্মান করেনা,Noakhali
"সে কারো কথা বলেনা ,কারো বাসায় যায়না","হেতে কারো লগে কথা কয়না ,কারো বাসাত যায়না",Noakhali
এমন কি আমার বাবা মা সামনে আসলে সালাম পর্যন্ত দেয়না,এমন কি আর বাপ মা সামনে আইলে সালাম হইর্যন্ত দেয়না,Noakhali
সে তাদের সাথে সম্পর্ক রাখবো না,হেতে হেতাগো লগে সম্পর্ক রাইখতো ন,Noakhali
আমি তখন বলি কেন কি হইছে ?,আই তন কই কেন কি অইছে ?,Noakhali
তারা আমাকে অনেক অপমান করছে,তারা আমাকে অনেক অপমান করছে,Noakhali
আপনারা বলেন সে পরকিয়া করবে বউ কে মারবে আর বাবা মা চুপ থাকবে?,আপনারা বলেন সে পরকিয়া করবে বউ কে মারবে আর বাবা মা চুপ থাকবে,Noakhali
আমার কোন ভাই নেই আমি বড় মেয়ে,আমার কোন ভাই নেই আমি বড় মেয়ে,Noakhali
আমাদের মধ্যেবিও পরিবার,আমাদের মধ্যেবিও পরিবার,Noakhali
এসব কিছু কাউকে বলে কোন সমাধান নাই,এসব কিছু কাউকে বলে কোন সমাধান নাই,Noakhali
তারা বলে আমরা আমাদের বউ কে কত মারি কোন দিন মুখ দিয়ে কথা বের করে না,হেতারা কয় আমরা আঙ্গো বৌ রে কত মারি কোন দিন মুখ দি কতা বাইর করে না,Noakhali
আমার শাশুড়িও নেই মারা গেছে অনেক আগে,আর শাশুড়িও নাই মারা গেছে অনেক আগে,Noakhali
আমরা বিয়ের পর থেকেই আলাদা থাকি,আমরা বিয়ার হর তুনই আলাদা থাই,Noakhali
শশুরবাড়ি আমার স্বামীর কিছু নেই কারণ তার মা নাই,শশুরবাড়ি আর স্বামীর কিছু নাই কারণ হেতার মা নাই,Noakhali
তার বাবা বিয়ে করেছে সেখানে বছরে একবার যাওয়া হয়,হেতার বাপ বিয়া কইরছে হিয়ানো বছরে একবার যাওয়া হয়,Noakhali
আমি তোমাকে খাবার দেই,আই তোয়ারে খাবার দেই,Noakhali
আপনারা বলেন যে স্বামী ভালোবেসে কথা বলেনা,আন্নেরা কন যে স্বামী ভালোবাসি কথা কয়না,Noakhali
এসব সমস্যার সমাধান কোথায় পাবো,ইগিন সমস্যার সমাধান কোনাই হাইতাম,Noakhali
আমি অনেক চেষ্টা করেছি যে আমার কোন ভুল আছে কিনা,আই অনেক চেষ্টা কইরছি যে আর কোন ভুল আছে কিনা,Noakhali
সে সবাই কে বলে আমি তো ওর সাথেই সংসার করি,হেতে বেকে রে কয় আই তো হেতির লগেই সংসার করি,Noakhali
এমন না যে আমি দেখতে অসুন্দর,এরুম ন যে আই দেইখতে অসুন্দর,Noakhali
যে কেউ আমাকে এক দেখা তে পছন্দ করবে,যে কেউ আরে এক দেয়া তে হছন্দ কইরবো ,Noakhali
কোন উপায় পাইনা কি করব,কোন উপায় হাইনা কি কইরতাম,Noakhali
শুধু ছেলের মুখের দিকে তাকিয়ে চুপ করে আছি,শুধু হোলার মুখের দিকে রেনি চুপ করি আছি ,Noakhali
কিন্তু আমি বেঁচে থেকে মরে আছি,কিন্তু আই বাঁচি থাই ও মরি আছি,Noakhali
আমি আমার স্বামীর ভালবাসা চাই,আই আর স্বামীর ভালবাসা চাই,Noakhali
আমার পরিবারের সবার সাথে ও কথা বলুক এটা চাই,আর হরিবারের বেকের লগে হেতনে কথা কক এইডা চাই,Noakhali
আমার বাবা মা অনেক বার মাফ চাইছে,আর বাপ মা অনেক বার মাফ চাইছে,Noakhali
যা হইছে হয়ে গেছে তোমার কথাই মানলাম আমাদের দোষ ,যা অইছে অই গেছে তোয়ার কথাই মাইনলাম আঙ্গো দোষ ,Noakhali
আমি চাইলেই আমার বাবার বাসায় চলে যেতে পারি,আই চাইলেই আর বাপের বাড়িত চলি যাইতে হারি,Noakhali
সমাজের মানুষ নানান কথা বলবে,সমাজের মানুষ নানান কথা কইবো,Noakhali
আমার বাবা অসুস্থ হয়ে যাবে,আর বাপ অসুস্থ অই যাইবো,Noakhali
সে এখন নিজে মুখেই বলে তোমার সাথে আবার ও সব ঠিক করছি,হে অন নিজের মুখেই কয় তোয়ার লগে আবার ও বেগগিন ঠিক কইরছি,Noakhali
অন্য কোথাও বিয়ে করে ভালো থাকবা তা কীভাবে হয়,অন্য কোনানো বিয়া করি ভালা থাইকবা হেডা কেন্নে অয়,Noakhali
সে বাহিরে যা ইচ্ছা করবে বউ হিসাবে আমাকে রাখবে,হে বাইরে যা ইচ্ছা কইরবো বউ হিসাবে আরে রাইখবো,Noakhali
এদিকে আমার পরিবারের সাথে সম্পর্ক রাখবে না ,এম্মির দিকে আর হরিবারের লগে সম্পর্ক রাইখতো ন ,Noakhali
আমাকে অনেক মারত,আরে অনেক মাইরতো,Noakhali
ছেলেটার ভবিষ্যতের কথা ভেবে চুপ করে আছি,হোলাগার ভবিষ্যতের কথা ভাবি চুপ করি আছি,Noakhali
আমার বাবা মাও এটা নিয়ে অনেক কষ্ট পাচ্ছে,আর বাপ মাও এডা লই অনেক কষ্ট হাইতেছে,Noakhali
আমি বড় মেয়ে আমার ছোট বোন আছে শুধু,আই বড় জি আর ছোডো বোইন আছে খালি,Noakhali
আপনার পরামর্শ দেন আমি কি করব,আন্নেরা হরামর্শ দেন আই কিরতাম,Noakhali
দিন দিন মানসিক ভাবে অসুস্থ হয়ে যাচ্ছি,দিন দিন মানসিক ভাবে অসুস্থ অই যাইতেছি,Noakhali
কোন কথা খারাপ লাগলে দয়া করে মাফ করবেন,কোন কতা খারাপ লাইগলে দয়া করি মাফ কইরবেন,Noakhali
আমি প্রেম করে বিয়ে করেছি,আই হেরেম করি বিয়া কইরছি,Noakhali
আমি আমার স্বামীকে অনেক ভালোবাসি,আই আর স্বামীরে অনেক ভালোবাসি,Noakhali
আমার বয়স উনিশ বছর,আর বয়স উনিশ বছর,Noakhali
একজন মানুষ কি এমনি এমনি খারাপ হয় বলেন,ওকগা মানুষ কি হুদাই খারাপ অয় কন,Noakhali
এমন কিছু করবো যাতে তার কাছে আমাকে না যেতে হয়,এরুম কিছু কইরগুম যাতে হেতার কাছে আরে না যাইতে অয়,Noakhali
আমি কার কাছে চাইবো?,আই কার কাছে চাইয়ুম?,Noakhali
আপনি থানায় গিয়ে একটা মামলা করেন,আন্নে থানায় যাই ওকগা মামলা করেন,Noakhali
পুলিশকে সবকিছু প্রথম থেকে শেষ পর্যন্ত খুলে বলেন আপনার সাথে যা যা হয়েছে,হুলিশরে বেগগিন হথম তুন শেষ হইর্যন্ত খুলি কন আন্নের লগে কি কি অইছে,Noakhali
পুলিশকে এটাও বলেন যে আমি যদি আমার সমস্যার কোন সমাধান পাইনি,হুলিশরে এডাও কন যে আই যদি আর সমস্যার কোন সমাধান না হাই,Noakhali
আমি কিন্তু আত্মহত্যা করতে বাধ্য হব,আই কিন্তু আত্মহত্যা কইরতে বাধ্য অইয়ুম,Noakhali
এতে পুলিশের উপর চাপ আসবে,এডাতে হুলিশের উপর চাপ আইবো,Noakhali
আপনার মা এবং স্বামী দুজনেই সতর্ক হবে আপনার প্রতি,আন্নের মা আর স্বামী দুনোগাই সতর্ক অইবো আন্নের হতি,Noakhali
আপনি যদি পুলিশকে সবটা খুলে বলেন তাহলেই দেখবেন সমস্যার সমাধান হয়ে গেছে,আন্নে যদি হুলিশরে বেগগিন খুলি কন তাইলেই চাইবেন সমস্যার সমাধান অই গেছে,Noakhali
আপনি একটা সাহায্য পাচ্ছেন পুলিশের কাছ থেকে,আন্নে ওকগা সাহায্য হাইতেছেন হুলিশের কাছ তুন,Noakhali
আমি বলব আপনি বিবাহবিচ্ছেদ পথ বেছে নেন,আই কইয়ুম আন্নে তালাকের হথ বাছি লন,Noakhali
নিজের মতন করে বাঁচুন,নিজের মতন করি বাঁচেন,Noakhali
দুই বেলা ডাল ভাত খেয়ে নিজের মত একা থাকা অনেক ভালো,দুই বেলা ডাল ভাত খাই নিজের মত একা থান অনেক ভালা,Noakhali
যাই হোক মায়ের কাছে অনেক কিছু পাওয়ার থাকলেও আপনি তেমন কিছু পান নাই,যেডাই অক মার কাছে অনেক কিছু হাওনের থাইকলেও আন্নে হেরুম কিছু হান ন,Noakhali
অন্যদিকে আপনার স্বামীও লোক হিসেবে ভাল না,অন্যদিকে আন্নের স্বামীও লোক হিসাবে ভালা ন,Noakhali
আপনার দুই দিকেই জ্বালা হইছে,আন্নের দুই দিকেই জ্বালা অইছে,Noakhali
কিছু কিছু বিষয়ের কোন সমাধান থাকে না,কিছু কিছু বিষয়ের কোন সমাধান থায় না,Noakhali
অবশ্যই আপনি নিয়মিত নামাজ পড়ে আল্লাহর কাছে শান্তি প্রার্থনা করতে পারেন,অবশ্যই আন্নে নিয়মিত নামাজ হড়ি আল্লার কাছে শান্তি চাই দোয়া কইরতে হারেন,Noakhali
নিজেকে যোগ্য করে গড়ে তুলতে পারেন,নিজেরে যোগ্য করি গড়ি তুইলতে হারেন,Noakhali
নিজেই নিজের জীবন পরিচালনা করতে পারেন,নিজেই নিজের জীবন হরিচালনা কইরতে হারেন,Noakhali
আপনার জন্য শুভকামনা রইল,আন্নের লাই শুভকামনা রইলো,Noakhali
আপনি নিজে কিছু করার চেষ্টা করেন যেন পরিবারের সাহায্য হয়,আন্নে নিজে কিছু করার চেষ্টা করেন যেন হরিবারের সাহায্য হয়,Noakhali
সবাই একসাথে খারাপ হয় না,বেকে একলগে খারাপ অয় না,Noakhali
"ওরা আপনাকে কিভাবে চায়, ওদের মতো হবার চেষ্টা করুন","হেতারা আন্নেরে কেমনে চায়, হেতাগো মতন অনের চেষ্টা করেন",Noakhali
আশা করছি সব কিছু সমাধান হবে,আশা করছি সব কিছু সমাধান হবে,Noakhali
আমার বিয়ে হয়েছে ৯ বছর,আমার বিয়ে হয়েছে ৯ বছর,Noakhali
প্রেম করে বিয়ে কিন্তু পারিবারিক ভাবেই হয়েছে,প্রেম করে বিয়ে কিন্তু পারিবারিক ভাবেই হয়েছে,Noakhali
প্রথম থেকেই আমার শাশুড়ি আমাকে অনেক ভালবাসে,প্রথম থেকেই আমার শাশুড়ি আমাকে অনেক ভালবাসে,Noakhali
ওনারা আমার স্বামীকে অশিক্ষিত মেয়ের সাথে বিয়ে দিতে চেয়েছিল,ওনারা আমার স্বামীকে অশিক্ষিত মেয়ের সাথে বিয়ে দিতে চেয়েছিল,Noakhali
তাদের ঘরের কাজের মানুষ হিসেবে রাখতে চেয়েছিল,তাদের ঘরের কাজের মানুষ হিসেবে রাখতে চেয়েছিল,Noakhali
আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,Noakhali
গত ৯ বছরে একটানা ৯ দিনের জন্যও তারা আমার সাথে কথা বলেনি,গত ৯ বছরে একটানা ৯ দিনের জন্যও তারা আমার সাথে কথা বলেনি,Noakhali
কোনো আত্মীয় আমার বাসায় এলে তাদের সাথেও সম্পর্ক নষ্ট করতো,কোনো আত্মীয় আমার বাসায় এলে তাদের সাথেও সম্পর্ক নষ্ট করতো,Noakhali
আমরা পারিবারিক কারনে ১ বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,আমরা হারিবারিক কারনে বছর ওকগার লাই অন নিজ বাড়ি ছাড়ি অন্য জাগাত আছিলাম,Noakhali
নিজ বাড়িতে এসে শুনি পুরো এলাকাতে আমাদের নামে খারাপ কথা বলেছে,নিজ বাড়িত আই হুনি হুরা এলাকাত আঙ্গো নামে খারাপ কথা কইছে,Noakhali
আমার বিরুদ্ধে বুঝিয়েছে যে আমি আমার স্বামীর কে তাবিজ করে নিজ বাড়ি থেকে সরিয়ে ফেলেছি,আর বিরুদ্ধে বুঝাইছে যে আই আর স্বামী রে তাবিজ করি নিজ বাড়ির তুন হরা হালাইছে ,Noakhali
সমস্ত সম্পত্তি বিক্রি করিয়ে স্বামীকে ছেড়ে চলে যাবো,সম্পত্তি বেগগিন বেচি দি স্বামীরে ছাড়ি চলি যাইয়ুম,Noakhali
তোমার বৌ নাকি তোমাকে সম্পত্তি বিক্রি করিয়ে ফেলতেছে,তোয়ার বৌ বেলে তোয়ার সম্পত্তি বেচি হালাইতেছে,Noakhali
আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না,আর স্বামী বেকেরে বুঝাই বুঝাই ক্লান্ত যে আই ইরুম কিছু কইরতেছি না,Noakhali
মান সন্মানের ভয়ে কেউ কিছু বলে না,মান সন্মানের ডরে কেউ কিছু কয় না,Noakhali
আমাদের ৩ বছরের প্রেম,আঙ্গো ৩ বছরের হেরেম,Noakhali
ছেলেটি বাবা চাচার ভয়ে বাড়িতে কিছু বলতে পারে নাহ,হোলাগা বাপ চাচার ডরে বাড়িত কিছু কইতে হারে না,Noakhali
আমার কাছে আরও সময় চাইতো,আর কাছে আরও সময় চাইতো,Noakhali
বয়স আমার তখন ১৬ তে পড়লো,বয়স আর তন হোলোতে হইড়লো,Noakhali
তখনকার সময় মেয়েদের জন্যে এটি অনেক বয়স,তনকার সময় মাইয়া গো লাই এটা অনেক বয়স,Noakhali
বাড়ি থেকে ছেলে দেখা শুরু করলো,বাড়ির তুন হোলা দেয়া শুরু কইরলো,Noakhali
তোর বড় ভাইয়ের সাথে বিয়ে ঠিক হইল,তোর বড় ভাইয়ের লগে বিয়া ঠিক হইলো,Noakhali
আমি এখন তোর ভাইকে বিয়ে করতে চাই না,আই অন তোর ভাইরে বিয়া কইরতে চাই না,Noakhali
আমি আরও এক বছর পরে বিয়ে করতে চাই,আই আরও এক বছর হরে বিয়া কইরতে চাই,Noakhali
ছেলেটি আমার বাবার সাথে কথা বলে আমাদের বিয়ে ঠিক করেছে,হোলাগা আর বাপের লগে কতা কই আঙ্গো বিয়া ঠিক কইরছে,Noakhali
এরই মাঝে একটি অঘটন ঘটে গেলো,এডারই মাঝে এককান অঘটন ঘটি গেলো,Noakhali
সে তাঁর বাবার ভয়ে কোন কথাই বলতে পারলো না,হেতে হেতাঁর বাপের ডরে কোনো কতাই কইতে হাইরলো না,Noakhali
আমি এখনই বিয়ে করে ফেলতে চাই,আই অনই বিয়া করি হেলতাম চাই,Noakhali
আমার সব শেষ হয়ে যাবে,আর বেগগিন শেষ অই যাইবো,Noakhali
দয়া করে তুমি তোমার পরিবারের পছন্দে বিয়ে করে ফেলো,দয়া করি তুমি তোয়ার হরিবারের হছন্দে বিয়া করি হালাও,Noakhali
এই সাহস আমার নাই,এই সাহস আর নাই,Noakhali
আমাকে ভালোবাসলে এইটুকু উপকার করো পায়ে পড়ি তোমার ,আরে ভালোবাইসলে এদ্দুর উপকার করো হাত হড়ি তোয়ার ,Noakhali
সব কিছু শুনে বুঝলাম যে এখন আর এখানে থেকে কোন লাভ হবে না,বেগগিন হুনি বুইঝলাম যে অন আর ইয়ানো থাই কোন লাভ অইতো ন,Noakhali
তোর বড় ভাইকেই বিয়ে করতে হবে এখন,তোর বড্ডা ভাইরেই বিয়া কইরতে অইবো অন,Noakhali
বাড়ীতে বললাম আমি এই বিয়েতে রাজি,বাড়ীত কইলাম আই এই বিয়াত রাজি,Noakhali
যত তাড়াতাড়ি সম্ভব বিয়ের ব্যবস্থা করো,যত তাড়াতাড়ি সম্ভব বিয়ার ব্যবস্থা করো,Noakhali
১৫ দিনের মধ্যেই আমাদের বিয়ে হইলো,হনরো দিনের মইধ্যে আঙ্গো বিয়া অইলো,Noakhali
এই কাহিনী পুরোটা শুনে আমি অবাক,এই কাহিনী হুরাটা হুনি আই অবাক,Noakhali
আমি একটা খুব বড় সমস্যায় পড়েছি দয়া করে কেউ হাসাহাসি করবেন না,আই এককান খুব বড্ডা সমস্যাত হইড়ছি দয়া করি কেউ হাসাহাসি কইরবেন না,Noakhali
আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পছন্দ না,আর গার্লফ্রেন্ড এর হরিবারের ডিফেন্স এর জব বোলে হছন্দ ন,Noakhali
তবে আমার গার্লফ্রেন্ড আমাকে বলেছে আমি তাকে যেভাবে রাখবো সে সেভাবেই থাকবে,তবে আর গার্লফ্রেন্ড আরে কইছে আই হেতিরে যেন্নে রাইখখুম হেতি হেন্নেই থাইকবো,Noakhali
তাই আমি তাকে লুকিয়ে বিয়ে করতে চাই,তাই আই হেতিরে হলাই বিয়া কইরতাম চাই,Noakhali
আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,আর গার্লফ্রেন্ড এর বয়স ১৯ বছর,Noakhali
আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে,আই চাইতেছি ট্রেনিং তুন হিরি আই হেতিরে বিয়া কইরতে,Noakhali
যদি লুকিয়ে বিয়ে করি পরবর্তীতে কি তার ফ্যামিলি কোনো সমস্যা করতে পারবে?,যদি হলাই বিয়া করি হরে কি হেতির ফ্যামিলি কোনো সমইস্যা কইরতে হাইরবো?,Noakhali
আমাদের ফ্যামিলি থেকে ওদের ফ্যামিলি অনেক বড়লোক,আঙ্গো ফ্যামিলির তুন হেতিগো ফ্যামিলি অনেক বড়লোক,Noakhali
আমি গ্রামের ছেলে ঢাকাতে একটা প্রাইভেট বিশ্ববিদ্যালয়ে পড়াশোনা করি,আই গেরামের হোলা ঢাকাত ওকগা হাইভেট বিশ্ববিদ্যালয়ে হড়াশোনা করি,Noakhali
তার সাথে পরিচয় তাকে প্রাইভেট পড়াতে গিয়ে,হেতির লগে হরিচয় হেতিরে হাইভেট হড়াইতে যাই,Noakhali
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে?,দয়া করি হরামর্শ দেন বিয়ার হরে কি হেতির হরিবার কোনো সমস্যা কইরতে হাইরবো?,Noakhali
আমি আর আমার বয়ফ্রেন্ড একি স্কুলে পড়তাম,আই আর আর বয়ফ্রেন্ড একি স্কুলে হইড়তাম,Noakhali
ক্লাস নাইনে আমাদের প্রথম কথা হয় ফেসবুকে,ক্লাস নাইনে আঙ্গো হথম কতা অয় ফেসবুকে,Noakhali
এরপর থেকে ক্লাস টেনে রিলেশনে যাই,এরহর তুন ক্লাস টেনে রিলেশনে যাই,Noakhali
আমার বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা ছিল না,আর বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা আছিলো না,Noakhali
কিন্তু ছেলেটা অনেক ভালো মানুষ কোনো নেশা নাই,কিন্তু হোলাগা অনেক ভালা মানুষ কোনো নেশা নাই,Noakhali
আমি সবকিছু বুঝে প্রেম করতে গেলাম,আই বেগগিন বুঝি হেরেম কইরতে গেলাম,Noakhali
প্রথমদিকে অত ভালোবাসতাম না,হথমদিকে অত ভালোবাইসতাম না,Noakhali
আমাদের ম্যাক্সিমাম কথা হয়েছে অনলাইনে,আঙ্গো ম্যাক্সিমাম কতা অইছে অনলাইনে,Noakhali
ততদিনে আমি অনেক ভালোবেসে ফেলেছি ওকে,ততদিনে আই অনেক ভালোবাসি হালাইছি ওরে,Noakhali
ওর আর আমার স্কুল ফ্রেন্ডরা সব জানত,ওর আর আর স্কুল ফ্রেন্ডরা বেগগিন জাইনতো,Noakhali
