standard_text,dialect_text,dialect
আমার বিয়ে হয়েছে ৯ বছর,মোর বিয়া হইছে নয় বছর,Barishal
প্রেম করে বিয়ে কিন্তু পারিবারিক ভাবেই হয়েছে,প্রেম কইররা বিয়া তয় পারিবারিক ভাবেই হইছে,Barishal
প্রথম থেকেই আমার শাশুড়ি আমাকে অনেক ভালবাসে,পরথোম গোনেই মোর হাউরি মোরে বেমালা ভালোবাসে,Barishal
ওনারা আমার স্বামীকে অশিক্ষিত মেয়ের সাথে বিয়ে দিতে চেয়েছিল,হ্যারা মোর জামাইরে অশিক্ষিত মাইয়ার লগে বিয়া দেতে চাইল্লেহ,Barishal
তাদের ঘরের কাজের মানুষ হিসেবে রাখতে চেয়েছিল,হ্যাগো ঘরের কামের মানু হিসাবে রাখতে চাইল্লেহ,Barishal
আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,মোর জামাই নিজের পছন্দে মোরে বিয়া করছে,Barishal
গত ৯ বছরে একটানা ৯ দিনের জন্যও তারা আমার সাথে কথা বলেনি,গ্যাছে ৯ বছর একটানা ৯ দিনের লইজ্ঞাও হ্যারা মোর লগে কথা কয় নাই,Barishal
কোনো আত্মীয় আমার বাসায় এলে তাদের সাথেও সম্পর্ক নষ্ট করতো,কোনো মেহমান মোর বাড়ি আইলে হ্যাগো লগেও সম্পর্ক নষ্ট করতে,Barishal
আমরা পারিবারিক কারনে ১ বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,মোরা পারিবারিক কারনে ১ বছরের লইজ্ঞা এহন নিজেগো বাড়ি গোনে অন্যহানে আল্লাহম,Barishal
নিজ বাড়িতে এসে শুনি পুরো এলাকাতে আমাদের নামে খারাপ কথা বলেছে,নিজেগো বাড়িতে আইয়া হুইয়া পুরা এলাকায় মোগো নামে খারাপ কথা কইছে,Barishal
আমার বিরুদ্ধে বুঝিয়েছে যে আমি আমার স্বামীর কে তাবিজ করে নিজ বাড়ি থেকে সরিয়ে ফেলেছি,মোর বিরুদ্ধে বুজাইছে যে মুই মোর জামাইরে তাবিজ কইররা নিজেগো বাড়ি গোনে সরাইয়া হালাইছি,Barishal
সমস্ত সম্পত্তি বিক্রি করিয়ে স্বামীকে ছেড়ে চলে যাবো,হগল সম্পত্তি বেইচ্চা জামাইরে হালাইয়া চইললা যামু,Barishal
তোমার বৌ নাকি তোমাকে সম্পত্তি বিক্রি করিয়ে ফেলতেছে,তোমার বউ বোলে তোমারে সম্পত্তি বেইচ্চা হালাইতেয়াছে,Barishal
আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না,মোর জামাই হগলডিরে বুজাইয়া বুজাইয়া কেলান্ত যে মুই এরহম কিছু করতেয়াছি না,Barishal
মান সন্মানের ভয়ে কেউ কিছু বলে না,মান সম্মানের ডরে কেউ কিছু কয় না,Barishal
আমাদের ৩ বছরের প্রেম,মোগো ৩ বছরের প্রেম,Barishal
ছেলেটি বাবা চাচার ভয়ে বাড়িতে কিছু বলতে পারে নাহ,পোলাডা বাপ চাচার ডরে বাড়িতে কিছু কইতে পারে না,Barishal
আমার কাছে আরও সময় চাইতো,মোর ধারে আরও সময় চাইতে,Barishal
বয়স আমার তখন ১৬ তে পড়লো,বয়স মোর তহন ১৬ তে পড়ছেলে,Barishal
তখনকার সময় মেয়েদের জন্যে এটি অনেক বয়স,হেই সময় মাইয়াগো লইজ্ঞা এইডা বেমালা বয়স,Barishal
বাড়ি থেকে ছেলে দেখা শুরু করলো,বাড়ি গোনে পোলা দ্যাহা শুরু করছে,Barishal
তোর বড় ভাইয়ের সাথে বিয়ে ঠিক হইল,তোর বড় ভাইর লগে বিয়া ঠিক হইছে,Barishal
আমি এখন তোর ভাইকে বিয়ে করতে চাই না,মুই এহন তোর ভাইরে বিয়া করতে চাই না,Barishal
আমি আরও এক বছর পরে বিয়ে করতে চাই,মুই আরও এউক্কা বছর পর বিয়া করতে চাই,Barishal
ছেলেটি আমার বাবার সাথে কথা বলে আমাদের বিয়ে ঠিক করেছে,পোলাডা মোর বাফের লগে কথা কইয়া মোগো বিয়া ঠিক করছে,Barishal
এরই মাঝে একটি অঘটন ঘটে গেলো,হেইয়ার মইধ্যে এউক্কা অঘটন ঘইটটা গ্যালে,Barishal
সে তাঁর বাবার ভয়ে কোন কথাই বলতে পারলো না,হ্যায় হ্যার বাফের ডরে কোনো কথাই কইতে পারলে না,Barishal
আমি এখনই বিয়ে করে ফেলতে চাই,মুই এহনই বিয়া কইররা হালাইতে চাই,Barishal
আমার সব শেষ হয়ে যাবে,মোর সব শ্যাষ হইয়া যাইবে,Barishal
দয়া করে তুমি তোমার পরিবারের পছন্দে বিয়ে করে ফেলো,দইয়া কইররা তুমি তোমার পরিবারের পছন্দে বিয়া কইররা হালাও,Barishal
এই সাহস আমার নাই,এই বল মোর নাই,Barishal
আমাকে ভালোবাসলে এইটুকু উপকার করো পায়ে পড়ি তোমার ,মোরে ভালোবাসলে এউডু উপকার উপকার করো পাও ধরি তোমার,Barishal
সব কিছু শুনে বুঝলাম যে এখন আর এখানে থেকে কোন লাভ হবে না,হগল কিছু হুইননা বোঝলাম যে এহন আর এইহানে থাইককা কোন লাভ হইবে না,Barishal
তোর বড় ভাইকেই বিয়ে করতে হবে এখন,তোর বড় ভাইরেই বিয়া করতে হইবে এহন,Barishal
বাড়ীতে বললাম আমি এই বিয়েতে রাজি,বাড়ি কইলাম মুই এই বিয়ায় রাজি,Barishal
যত তাড়াতাড়ি সম্ভব বিয়ের ব্যবস্থা করো,যত হওয়ালে সম্ভব বিয়ার আয়োজন করো,Barishal
১৫ দিনের মধ্যেই আমাদের বিয়ে হইলো,পনরো দিনের মইধ্যেই মোগো বিয়া হইলে,Barishal
এই কাহিনী পুরোটা শুনে আমি অবাক,এই কাহিনি পুরাডা হুইননা মুই অবাক,Barishal
আমি একটা খুব বড় সমস্যায় পড়েছি দয়া করে কেউ হাসাহাসি করবেন না,মুই এউক্কা বড় সমেস্যায় পরছি দয়া কইররা কেউ হাসাহাসি করবেন না,Barishal
আমার গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব নাকি পছন্দ না,মোর গার্লফ্রেন্ড এর পরিবারের ডিফেন্স এর জব বোলে পছন্দ না,Barishal
তবে আমার গার্লফ্রেন্ড আমাকে বলেছে আমি তাকে যেভাবে রাখবো সে সেভাবেই থাকবে,তয় মোর গার্লফ্রেন্ড মোরে কইছে মুই হ্যারে যেমনে রাখমু হ্যায় হেমনেই থাকবে,Barishal
তাই আমি তাকে লুকিয়ে বিয়ে করতে চাই,হেইতে মুই হ্যারে পলাইয়া বিয়া করতে চাই,Barishal
আমার গার্লফ্রেন্ড এর বয়স ১৯ বছর,মোর গার্লফ্রেন্ড এর বয়স ১৯ বছর,Barishal
আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে,মুই চাইতেয়াছি টেরনিং দিয়া আইয়াই হ্যারে বিয়া করতে,Barishal
যদি লুকিয়ে বিয়ে করি পরবর্তীতে কি তার ফ্যামিলি কোনো সমস্যা করতে পারবে?,যদি পলাইয়া বিয়া করি পরে কি হ্যার ফেমিলি কোনো সমেস্যা করতে পারবে?,Barishal
আমাদের ফ্যামিলি থেকে ওদের ফ্যামিলি অনেক বড়লোক,মোগো ফেমিলি গোনে অগো ফেমিলি ম্যালা বড়লোক,Barishal
আমি গ্রামের ছেলে ঢাকাতে একটা প্রাইভেট বিশ্ববিদ্যালয়ে পড়াশোনা করি,মুই গেরামের পোলা ঢাহায় এউক্কা পেরাইভেট বিশ্ববিদ্যালয়ে পড়ালেহা করি,Barishal
তার সাথে পরিচয় তাকে প্রাইভেট পড়াতে গিয়ে,হ্যার লগে পরিচয় হ্যারে পেরাইভেট পড়াইতে যাইয়া,Barishal
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে?,দয়া কইররা পরামর্শ দ্যান বিয়ার পর কি হ্যার পরিবার কোনো সমেস্যা করতে পারবে?,Barishal
আমি আর আমার বয়ফ্রেন্ড একি স্কুলে পড়তাম,মুই আর মোর বয়ফ্রেন্ড এক ইস্কুলে পড়তাম,Barishal
ক্লাস নাইনে আমাদের প্রথম কথা হয় ফেসবুকে,কেলাস নাইনে মোগো পোরথোম কথা হয় ফেসবুকে,Barishal
এরপর থেকে ক্লাস টেনে রিলেশনে যাই,হেইয়ারপ গোনে কেলাস টেনে রিলেশনে যাই,Barishal
আমার বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা ছিল না,মোর বন্ধুত্ব থুইয়া অন্য কিছুর ইচ্ছা আল্লেহ না,Barishal
কিন্তু ছেলেটা অনেক ভালো মানুষ কোনো নেশা নাই,তয় পোলাডা বেমালা ভালো মানু কোনো নেশা নাই,Barishal
আমি সবকিছু বুঝে প্রেম করতে গেলাম,মুই হগল ব্যাপার বুইজঝা প্রেম করতে গেল্লাম,Barishal
প্রথমদিকে অত ভালোবাসতাম না,পোরথোমদিক অত ভালোবাস্তাম না,Barishal
আমাদের ম্যাক্সিমাম কথা হয়েছে অনলাইনে,মোগো মেক্সিমাম কথা হইছে অনলাইনে,Barishal
ততদিনে আমি অনেক ভালোবেসে ফেলেছি ওকে,অতদিনে মুই ম্যালা ভালোবাইসসা হালাইছি অরে,Barishal
ওর আর আমার স্কুল ফ্রেন্ডরা সব জানত,অর আর মোর ইস্কুল ফ্রেন্ডরা ব্যাবাক জানতে,Barishal
তারা আমাকে পছন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক,হ্যারা মোরে পছন্দ করতে চাইতে মোগো সম্পর্ক ফিররা জোরা লাগুক,Barishal
এভাবে গেঞ্জাম হয় আবার মিল এরকম করতে করতে ৫ বছর হয়েছে এখন,এমনে ক্যাচাল হয় ফিররা মিল এইরহম করতে করতে ৫ বছর হইছে এহন,Barishal
আমার অসুস্থতার কারণে আমার ১ বছর গ্যাপ গিয়েছে,মোর অসুস্থতার লইজ্ঞা মোর ১ বছর গ্যাপ গ্যাছে,Barishal
আমি এখন সুস্থ অনেক,মুই এহন সুস্থ ম্যালা,Barishal
আমি কিভাবে এখন ওকে ভুলে যাই?,মুই ক্যামনে এহন অরে ভুইললা যাই?,Barishal
আমার বয়স ২৫ হলেও আমি ৫ বছর কন্সিডার করতাম,মোর বয়স ২৫ হইলেও মুই ৫ বছর কন্সিডার করতাম,Barishal
আমিও তাকে ছাড়া কিছু ভাবি নাই ৫ বছরে,মুই হ্যারে থুইয়া কিছু ভাবি নাই ৫ বছরে,Barishal
মজা করে অন্য ছেলের কথা বলে তাকে চেতাইছি অনেক,মজা কইররা অন্য পোলার কথা কইয়া হ্যারে চেতাইছি বেমালা,Barishal
তাকেই ভালোবাসি আমি তাকে ছাড়তে চাই না,হ্যারেই ভালোবাসি মুই হ্যারে ছারতে চাই না,Barishal
আমি বুঝে গেছি ওই ছেলেকে ছাড়া আমি থাকতে পারব না,মুই বুইজঝা গ্যাছি অই পোলারে থুইয়া মুই থাকতে পারমু না,Barishal
এখন সে আমাকে বলে তার লাইফ থেকে চলে যেতে,এহন হ্যায় মোরে কয় হ্যার লাইফ গোনে চইললা যাইতে,Barishal
আমি অনেক চিন্তার মধ্যে পড়ে গেছি আমি কি করব,মুই ম্যালা চিন্তায় পইররা গ্যাছি মুই কি করমু,Barishal
এক সময় গিয়ে যদি বলে যে ধরে রাখলেই তো পারতা,এক কালে যাইয়া যদি কয় যে ধইররা থুইলেই তো পারতা,Barishal
আপনারা বলেন এখন আমি আসলে করব কি?,আমনেরা কন এহন মুই আসলে করমু কি?,Barishal
বাংলাদেশী মেয়েটি পরিবার সহ নিউজিল্যান্ড থাকে,বাংলাদেশি মাইয়াডা পরিবার লইয়া নিউজিল্যান্ড থাহে,Barishal
ওখানেই এক বাংলাদেশী ছেলের সাথে পরিচয় তারপর সম্পর্ক,ঐহানে এউক্কা বাংলাদেশি পোলার লগে পরিচয় হেইয়ারপর সম্পর্ক,Barishal
বিয়েটা ওই দেশে করতে চেয়েছিল মেয়ে কিন্তু ছেলের ইচ্ছা বাংলাদেশে এসে দুজন বিয়ে করবে,বিয়াডা ঐ দ্যাশে করতে চাইছেলা মাইয়া তয় পোলার ইচ্ছা বাংলাদেশে আইয়া দুইজন বিয়া করবে,Barishal
ছেলে এক মাস আগে বাংলাদেশে আসে এই ঈদে তাদের বিয়ে হওয়ার কথা,পোলা এক মাস আগে বাংলাদেশে আইছে এই ঈদে হ্যাগো বিয়া হওনের কথা,Barishal
মেয়ে তার পরিবার নিয়ে ঈদের কয়েকদিন আগে দেশে আসার কথা ছিল,মাইয়া হ্যার পরিবার লইয়া ঈদের কয়দিন আগে দ্যাশে আওয়ার কথা আল্লেহ,Barishal
কিন্তু ছেলে বাংলাদেশে আসার পর ওই মেয়েটি সাথে যোগাযোগ বন্ধ করে দেয়,তয় পোলা বাংলাদেশে আওয়ার পর হেই মাইয়াডার লগে যোগাযোগ বন্ধ কইররা দ্যায়,Barishal
মেয়েটি বিভিন্নভাবে চেষ্টা করে তার সাথে কোন ধরনের যোগাযোগ করতে পারছিল না,মাইয়াডা বিভিন্নতারায় চেষ্টা করছে হ্যার লগে কোন ধরনের যোগাযোগ করতে পারছেলে না,Barishal
মেয়েটি সপ্তাহখানেক আগে তার সাথে ঘটে যাওয়া ঘটনা আমাদের সাথে শেয়ার করে,মাইয়াডা কয়ডাসপ্তা আগে হ্যার লগে ঘইট্টা যাওয়া কাহিনি মোগো লগে সেয়ার করে,Barishal
ওই ছেলেকে খুঁজে বের করার ব্যাপারে আমাদের সাহায্য চায়,হেই পোলাডারে বিসরাইয়া বাইর করার ব্যাপারে মোগো সাহাইয্য চাইতেয়াছে,Barishal
মেয়েটির ঘটনার শুনে আমরা উনাকে দেশে আসতে বলি,মাইয়াডার কাহিনি হুইননা মোরা হ্যারে দ্যাশে আইতে কই,Barishal
সে তার পরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আসে,হ্যায় হ্যার পরিবার থুইয়া ঈদের আগের দিন বাংলাদেশে আইল্লেহ,Barishal
ছেলেকে খুঁজে পাওয়ার মতো শুধু উনার কাছে ছেলের পাসপোর্ট কপি ছিল একটা,পোলাডারে বিসরাইয়া পাওয়ার মতো খালি হ্যার ধারে পোলার পাস্পোর্ট কপি আল্লেহ এউক্কা,Barishal
আমরা মেয়েটিকে নিয়ে ছেলের বাসায় যাই ,মোরা মাইয়াডারে লইয়া পোলার বাড়ি যাই,Barishal
বাসায় ছেলে ছিল এবং তার পরিবারের সমস্ত সদস্যরা ছিল,বাড়িতে পোলা আল্লেহ আর হ্যার পরিবারের হগলডি আল্লেহ,Barishal
মেয়েটিকে দেখে ছেলে ভয় পেয়ে যায়,মাইয়াডারে দ্যাইকখা পোলাডা ডরাইয়া যায়,Barishal
ছেলে বাংলাদেশে এসে বিয়ে ঠিক করেছে,পোলা বাংলাদেশে আইয়া বিয়া ঠিক করছে,Barishal
এই শুক্রবারে তার বিয়ে তার পরিবারের পছন্দ করে রেখেছে মেয়ে,এই শুক্কুরবার হ্যার বিয়া হ্যার পরিবার পছন্দ কইররা থুইছে মাইয়া,Barishal
মেয়েটি তার সাথে ঘটে যাওয়া ঘটনা সম্পূর্ণ ছেলেটির পরিবারকে জানায়,মাইয়াডা হ্যার লগে ঘইট্টা যাওয়া কাহিনি পুরাডা পোলাডার পরিবাররে কয়,Barishal
ছেলের পরিবার থেকে মেয়ের পরিবার অনেক ভালো,পোলাডার পরিবার চাইয়া মাইয়াডার পরিবার বেমালা ভালো,Barishal
মেয়েটি দেখতে যথেষ্ট সুন্দরী,মাইয়াডা দ্যাখতে যথেষ্ট সুন্দরী,Barishal
ছেলের মা বাবা বিয়েতে রাজি হয়,পোলার মা বাপ বিয়ায় রাজি  হয়,Barishal
মেয়ের পরিবারের সাথে ফোনে কথা বলে ,মাইয়া পরিবারের লগে ফোনে কথা কয়,Barishal
তারা দুজনে আবার নিউজিল্যান্ড ফিরে যাবে,হ্যারা দুইজন ফিররা নিউজিল্যান্ড ফেরত যাইবে,Barishal
আমি বিবাহিত,মুই বিয়াইত্যা,Barishal
দুই বছর আগে নিজের পছন্দেই বিয়ে করেছিলাম,দুই বছর আগে পছন্দেই বিয়া করছেলাম,Barishal
আমার স্ত্রী আমার থেকে বয়সে ৮ বছরের ছোট,মোর বউ মোর চাইয়া বয়সে আষ্ট বছরের ছোডো,Barishal
আমার স্ত্রী দেখতেও সুন্দরী,মোর বউ দ্যাখতেও সুন্দার,Barishal
আমি বেকার,মুই বেকার,Barishal
টুকটাক টিউশনি করে যেটুকু আয় হয় তা দিয়ে নিজের হাতখরচই ঠিকমতো চলে না,টুকটাক টিউশানি কইররা যেইকয়ডা টাহা হয় হেইয়া দিয়া নিজের হাতখরচই ঠিক্মতো চলেনা,Barishal
তার যাবতীয় খরচ তার বাবা-মা ই বহন করেন,হ্যার যাবতীয় খরচ হ্যার বাপ-মায় ই বহন করে,Barishal
সে কখনো আমার কাছে আমার সামর্থ্যের বাইরে কিছুই চায় নাই,হ্যায় কহনো মোর ধারে মোর সামর্থের বায়রায় কিছুই চায় নাই,Barishal
আমাদের মধ্যে ভালোবাসার কোনো কমতি নেই,মোগো মইধ্যে ভালোবাসার কোন কমতি নাই,Barishal
আমাকে সবসময় এগিয়ে চলার অনুপ্রেরণা যোগায়,মোরে হগলসময় আগাইয়া যাওয়ার অনুপ্রেরণা দ্যায়,Barishal
ভালোবাসা থাকলে সবকিছুই সুন্দর,ভালোবাসা থাকলে হগলডি সুন্দর,Barishal
যেকোনো পরিস্থিতি মোকাবেলা করা সম্ভব,যেকোনো পরিস্থিতি মোকাবিলা করা সম্ভব,Barishal
আপনারাও আপনাদের জীবনসঙ্গীকে ভালোবাসুন,আমনেরাও আমনেগো জীবনসঙ্গীরে ভালোবাইসেন,Barishal
তাদের চাওয়া -না চাওয়ার গুরুত্ব দিন,হ্যাগো চাওয়া না চাওয়ার গুরুত্ব দ্যান,Barishal
একে অপরকে পাশে থেকে সাহস যোগান,একজন আরেকজনের ধারে থাইককা বল দ্যান,Barishal
আমি ২০১৬ থেকে তাহুরা কে ভালবাসি,মুই ২০১৬ গোনে তাহুরা রে ভালবাসি,Barishal
আজ আমাকে বলে আমি নাকি তার যোগ্য না,আইজগো মোরে কয় মুই বোলে হ্যার যোগ্য না,Barishal
আমি নাকি বেইমান ,মুই বোলে বেইমান,Barishal
আমি নাকি মারা গেলে তার একটি আফসোস থাকবে শুধু আমি নাকি তাকে বুঝিনি কখনো,মুই বোলে মরলে হ্যার এউক্কা আফসোস থাকবে খালি মুই বোলে হ্যারে বুঝিনাই কহনো,Barishal
আমি বললাম চলো কাজী অফিসে গিয়ে বিয়ে করি ,মুই কইলাম লও কাজী অফিসে যাইয়া বিয়া করি,Barishal
আমাকে আল্লাহর কসম দিয়ে বলে দিলো এসব সে পারবে না,মোরে আল্লাহর কিরা দিয়া কইয়া দেছে এইয়া হ্যায় পারবে না,Barishal
আমার ফোন নম্বর ব্লক করে দেয় ,মোর ফোন নাম্বার বোলোক কইররা দ্যায়,Barishal
আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে খুব খারাপ,মোর পরিবারের অর্থনৈতিক অবস্থা এহন বেমালা খারাপ,Barishal
আমি টুকটাক অনলাইনে কাজ করি ,মুই টুকটাক অনলাইনে কাম করি,Barishal
আমি অনেক বার তাঁর কাছে ক্ষমা চেয়েছি,মুই বেমালা বার হ্যার ধারে মাফ চাইছি,Barishal
অনেক বলেছি যে এরকম আর ভুলেও হবেনা কখনো,ম্যালা কইছি যে এইরহম আর ভুলেও হইবে না কহনো,Barishal
সে রাগ করে আমার সাথে কথা বলে না,হ্যায় চেইত্যা মোর লগে কথা কয় না,Barishal
কিন্তু সে তার মন মতোই,তয় হ্যায় হ্যার মনএর নাহানই,Barishal
আমি অসুস্থ আমাকে একবারও জিগ্গেস করেনা আমি কেমন আছি,মুই অসুস্থ মোরে একফিরও জিগায় নাই মুই ক্যামন আছি,Barishal
গতকাল রাতে আমাকে বলে দিলো আমি নাকি বেইমান,গ্যাছেকাইল রাইতে মোরে কইয়া দেলে মুই বোলে বেইমান,Barishal
তার জন্য পরিবার মানলে বিয়ে হবে না হলে সে পারবে না,হ্যার লইজ্ঞা পরিবার মানলে বিয়া হইবে নাইলে হ্যায় পারবেনা,Barishal
আমার ৭ বছরের সব কিছু শেষ,মোর ৭ বছরের হগল কিছু শ্যাষ,Barishal
আমাদের তিন বছরের সংসার বাচ্চা হয়নি,মোগো তিন বছরের সংসারে গেদু হয়নাই,Barishal
আমি একটা সরকারি চাকরি করি কিন্তু সে কিছু করে না,মুই এউক্কা সরকারি চাকরি করি তয় হ্যায় কিছু করে না,Barishal
"বাবার টাকার উপরে বসে খায়, নেশা করে প্রতিদিন ঝগড়া তার নিয়মিত কাজ","বাফের টাহার উফর বইয়া খায়, নেশা কইররা পেরতেকদিন কাইজ্যা হ্যার নিয়মিত কাম",Barishal
আজকে রাতে গায়ে হাত তুলেছে,আইজগো রাইতে গায়ে হাত তোলছে,Barishal
আমার বড় বোনের বিয়ে হয়েছে ১৩ বছর,মোর বড় বুইনের বিয়া হইছে ১৩ বছর,Barishal
বিয়ের ১ বছরের পরপরই ওদের মেয়ে হয়,বিয়ার ১ বছরের পরেই অগো মাইয়া হইছে,Barishal
কিন্তু কিছুদিন পরেই তাদের মধ্যে ঝামেলা শুরু হয়,তয় কয়দিন পরেই হ্যাগো মইধ্যে ঝামেলা শুরু হয়,Barishal
অনেকবার সবাই কথা বলেছে বোঝাতে চেয়েছে যে কি সমস্যা কিন্তু কোনো সমাধান হয়নি,বেমালাবার হগলডি কথা কইছে বুজাইতে চাইছে যে কি সমেস্যা তয় কোন সমাধান হয়নাই,Barishal
আমার বোনও চাইতো না কোনো ছাড়াছাড়িতে যেতে,মোর বুইনও চাইতে না কোন ছাড়াছাড়িতে যাইতে,Barishal
মেয়ের মুখের দিকে তাকিয়ে ঝগড়া করেই থাকতো,মাইয়ার মুহের দিক চাইয়া কাইজ্যা করতেই থাকতে,Barishal
মেয়ের পড়ার খরচ দেয়না ঠিকমত,মাইয়ার পড়ার টাহা দ্যায়না ঠিকমত,Barishal
আমার পরিবারের সবাইকে নিয়ে আজেবাজে কথা বলে,মোর পরিবারের হগলডিরে লইয়া আজেবাজে কথা কয়,Barishal
সে বোনের গায়ে হাত তোলে এই কথা সবাই জানে,হ্যায় বুইনের গায় হাত তোলে হেই কথা হগলডি জানে,Barishal
আমরা তাকে বলেছি একসাথে কথা বল কি সমস্যা,মোরা হ্যারে কইছি একলগে কথা কও কি সমেস্যা,Barishal
কিন্তু সে বলেছে যা বলার ডিভোর্স লেটারে বলবে।,তয় হ্যায় কইছে যা কওয়ার ডিফোর্স লেটারে কইবে,Barishal
এখন আমরা কি করবো?,এহন মোরা কি করমু?,Barishal
একজন মা মেয়ের সংসারে এইভাবেই কি অশান্তি করতে পারে,এউক্কা মা মাইয়ার সংসারে এইরহম অশান্তি করতে পারে?,Barishal
আমার ভাই আমদের পুরো পরিবার দেখাশোনা করে,মোর ভাই মোগো পুরাডা পরিবার দ্যাহাশুনা করে,Barishal
আমার আব্বু রাজি ছিল না তবুও আমি আর আম্মু জোর বিয়ে করাই,মোর বাফে রাজি আল্লেহ না হ্যাও মুই আর মায় জোর কইররা বিয়া করাই,Barishal
মেয়েকে দেখে ভাইয়ের পছন্দ হয়েছিল,মাইয়ারে দ্যাইকখা ভাইর পছন্দ হইছেলে,Barishal
বিয়ের প্রথম ৩ মাস ভালোই চলছে,বিয়ার পরথোম ৩ মাস ভালই চলছে,Barishal
আমার ভাইয়ের অবস্থা ওতো ভালো না,মোর ভাইর অবস্থা অতো ভালো না,Barishal
মেয়ের মা এগুলো দেখেই বিয়ে দিছে,মাইয়ার মায় এইডি দ্যাইকখাই বিয়া দেছে,Barishal
তারপর থেকেই মেয়ের আচরনে পরিবর্তন দেখা যায়,হেইয়ারপর গোনেই মাইয়ার আচরনে পাল্ডাইয়া যায়,Barishal
আমার মা সব কাজ একা করছে,মোর মায় হগল কাম এল্লাহ করছে,Barishal
মেয়ের মা একদিনও আমাদের বাড়ীতে আসে নাই,মাইয়ার মায় একদিনও মোগো বাড়ি আয় নাই,Barishal
আমার আম্মুর সাথে ঝগড়া করে আমার ভাইয়ের বউ,মোর মায়ের লগে কাইজ্জা করে মোর ভাইর বউ,Barishal
এই দুনিয়াতে আম্মু আব্বু ভাই ছাড়া আমার কেও নাই,এই দুনিয়ায় মা বাপ ভাই ছাড়া মোর কেউ নাই,Barishal
এই মেয়ে রীতিমতো আমার ভাই আর মাকে কষ্ট দিচ্ছে,এই মাইয়া এককালে মোর ভাই আর মায়রে কষ্ট দেতেয়াছে,Barishal
আমার ভাই আম্মুকে ধরে শুধু কান্না করে,মোর ভাই মায়রে ধইররা খালি কান্দে,Barishal
মা কেন আমি এই জাগায় গেলাম,মা মুই কির লইজ্ঞা এইহানে গ্যাল্লাম,Barishal
মেয়ের মা আমার আম্মুকে বলছিল যে আপনাদের টিনের ঘড় দেখে বিয়ে দিছি,মাইয়ার মায় মোর মায়রে কইছিলো যে আমনের টিনের ঘর দ্যাইকখা বিয়া দিছি,Barishal
এখন এটার সমাধান কোথায় পাবো,এহন এইয়ার সমাধান কোম্মে পামু,Barishal
আমার স্বামী হাসপাতাল এসেছে আমার বাবাকে দেখতে নয় আমাকে নিতে,মোর জামাই হাসপাতাল আইছে মোর বাফেরে দ্যাখতে না মোরে নেতে,Barishal
হাসপাতালে এসেই আমাকে বলে চলো বাসায় যাই,হাসপাতালে আইয়াই মোরে কয় লও বাড়ি যাই,Barishal
কালকে আমাদের বাসায় মেহমান আসবে,কাইলগো মোগো বাড়ি মেহমান আইবে,Barishal
মানুষের বিবেকবুদ্ধি কতটা খারাপ হতে পারে,মানের চিন্তা কতডা খারাপ হইতে পারে,Barishal
আমার বাবা অসুস্থ হাসপাতালে আর সে এসেছে আমাকে নিতে,মর বাফে অসুস্থ হাসপাতালে আর হ্যায় আইছে মোরে নেতে,Barishal
আমি ওকে বলে দিয়েছি আমি আর তোমার সাথে সংসার করবো না,মুই অরে কইয়া দিছি মুই আর তোমার লগে সংসার করমু না,Barishal
তোমার সংসারের প্রয়োজন মেটানোর জন্য আমার জন্ম হয়নি,তোমার সংসারের দরকার মিডাইন্নার লইজ্ঞা মোর জন্ম হয়নাই,Barishal
আমার বাবার প্রতি আমার কিছু দায়িত্ববোধ আছে,মোর বাফের লইজ্ঞা মোর কিছু দায়িত্ববোধ আছে,Barishal
অনেক তোমার সংসারে দায়িত্ব পালন করেছি,ম্যালা তোমার সংসারের দায়িত্ব পালন করছি,Barishal
এখন আমি আমার বাবা দায়িত্ব পালন করব,এহন মুই মোর বাফের দায়িত্ব পালন করমু,Barishal
আমার স্বামী আমার কথা শুনে রাগে হাসপাতাল থেকে বের হয়ে গেছে,মোর জামাই মোর কথা হুইননা চেইত্যা হাসপাতাল গোনে বাইর হইয়া গ্যাছে,Barishal
আমার একটুও কষ্ট হচ্ছে না,মোর একটুহানেও কষ্ট হইতেয়াছে না,Barishal
দয়া করে পরিচয় গোপন রাখবেন,দয়া কইররা পরিচয় গোপন থুইবেন,Barishal
অনেক পরিচিত লোকজন আছেন,বেমালা পরিচিত মানু আছে,Barishal
আমি জানি না কীভাবে শুরু করবো,মুই কইতে পারিনা ক্যামনে শুরু করমু,Barishal
কখনো ভাবিও নাই আমার এখানে পোস্ট করে সাহায্য চাইতে হবে,কহনো ভাবি নাই মোর এইহানে পোস্ট কইররা সাহাইয্য চাইতে হইবে,Barishal
