standard_text,dialect_text,dialect
আমি আমার বিড়ালের সাথে খেলতে অনেক ভালবাসি,আমি আমার বিলাই ওর লগে খেলতে যে বালা ফাই,Sylhet
"এই ১৪ টি বছরে আজও কোন কারনে উনি আমাকে ""তুই"" বলে ডাকেনি ","ওয় ১৪ টা বছর ধরি আইজও তাইন কোন কারণে আমারে ""তুই"" কইয়া ডাকছোইন না",Sylhet
কখনো গায়ে হাত তুলে নি,কোন বালা গাত হাত তুলছে না ,Sylhet
লোক দেখানো শেষ?,মাইনষরে দেখানি শেষ না নি?,Sylhet
এত তাড়াতাড়ি শেষ,ওতো জলদি শেষ!!,Sylhet
বুঝতেছিনা কি করবো আমি,বুঝিয়ার না কিতা করতাম আমি,Sylhet
আমার দুই বিয়ে হয়েছে,আমার দুইগু বিয়া ওইছে,Sylhet
আমি একজন মেয়ে মানুষ,আমি একগু ফুরি মানুষ,Sylhet
"আমার দ্বিতীয়  বিয়ে নিয়ে আমার নিজের কাকারা, মামারা খোঁচা মেরে কথা বলে",আমার দুই নাম্বার বিয়া লইয়া আমার নিজ ওর কাকা-মামাইন্তে খোঁচা মারিয়া মাতোইন,Sylhet
কিন্তু আজ পর্যন্ত আমার স্বামী আমাকে খোঁচা মেরে কথা বলেনি,কিন্তু আইজ পর্যন্ত আমার জামাইয়ে আমারে খোঁচা মারিয়া মাতছে না,Sylhet
ভাবছি আপন লোক কি এমনই হয়?,ভাবিয়ার নিজ ওর মানুষ ওউ ওলা ওইন নি?,Sylhet
আমার আপন লোক গুলোই এমন,আমার নিজ ওর মানুষ ওকল ওউ ওলাকান,Sylhet
আমার আর বাঁচতে ইচ্ছে করেনা জানেন,আমার আর বাঁচতে ইচ্ছা করে না জানোইন নি,Sylhet
আমার প্রথম বিয়ে আমাকে জোর করে দেয়,আমার ফয়লা বিয়া আমারে জোর করিয়া দিছে,Sylhet
সেখানে ছেলে অনেক কিপটা ছিলো আমি দুইবেলা ভাত খেতে পারতাম না,"হনো ফুয়া বউত কিপটা আছিল, আমি দুইবেলা ভাত ওউ খাইতে ফারতাম না",Sylhet
দ্বিতীয়  বিয়েতে আমি কল্পনার চেয়েও বেশি সুখী,দুই নাম্বার বিয়াত আমি ভাবনার বাইরে সুখী আছি,Sylhet
এইগুলো দেখেও সবাই না দেখার ভান করে,ইতা দেখিয়াও হক্কলে না দেখার ভান করি থাকোইন,Sylhet
খোঁচা মারার মতো কথা আছেই যে আমার দুই বিয়ে,খোঁচা মারার মতো মাত আছেউ যে আমার দুইগু বিয়া,Sylhet
আমার সুখ দেখে আবার তাদের সহ্য হয়না,আমার সুখ দেখিয়া আবার ইতার সইহ্য ওয় না,Sylhet
বিয়ে করার পাঁচ বছর পর এখন আমি স্মার্ট হইসি,বিয়া করার পাঁচ বছর বাদে ওখন আমি স্মার্ট ওইছি,Sylhet
প্রথম প্রথম বউ এর অনেক প্রশ্নের সঠিক উত্তর দিয়ে বিপদে পড়তাম,ফয়লা ফয়লা বউ ওর বউত প্রশ্ন'র হাছা উত্তর দিয়া বিপদও পড়তাম,Sylhet
বিশাল ক্যাচাল লেগে যেতো,খেচা ঝামেলা লাগতো,Sylhet
এরপর ঠিক করলাম তেল মারা উত্তর দিবো,এরবাদে ঠিক করলাম তেল মারা উত্তর দিমু,Sylhet
এতে ও লাভ হলো না,ইটায়ও লাভ ওইলো না,Sylhet
ক্যাচাল থামলো না,ঝামেলা থামলো না,Sylhet
হালকা পাতলা লাভ হচ্ছে,থুরা থুরি লাভ ওইরো,Sylhet
"বউ খাবার সময় বেশ হাসি মুখে বল্লো, রান্না কেমন হয়েছে?","বউয়ে খানির সময় বাক্কা হাসি মুখে জিগাইলো, রান্না কিলা ওইছে?",Sylhet
খাবারে আরেকটু রসুন দিলে বেশী মজা হতো,খানিত থুরা রসুন বাড়াইয়া দিলে আরো মজা ওইতো,Sylhet
খাবারে লবণ একটু কম হয়েছে,খানিত লবণ থুরা কম ওইছে,Sylhet
তোমার খাওয়া লাগবে না,তুমিতাইন ওর খাওয়া লাগতো নায়,Sylhet
আমি তো আসলে কিছুই পারি না,আমি তো আসলে কুন্তাউ পারি না,Sylhet
বউ এর চোখ ছলছল,বউ ওর চউখ ও পানি টুপটুপ,Sylhet
তুমি আমাকে আর কত অবাক করবা,তুমি আমারে আর কত অবাক করতায়?,Sylhet
এক চামচ খেয়েই এতো কথা বলে দিলা,এক চামচ খাইয়াউ ওতো মাত মাতিলাইলা,Sylhet
চাপাবাজি টা একটু কমাও,গফ থুরা কমাইয়া মারো,Sylhet
তুমি রেঁধেছো,তুমি রানচো,Sylhet
আমি তো ভাবলাম শাশুড়ি আম্মা আমার জন্য রান্না করে পাঠিয়েছেন,আমি তো ভাবিয়ার হরি আম্মায় আমার লাগি রান্দিয়া পাঠাইছইন,Sylhet
তোমার রান্না তো পুরা আম্মার মতো,তোমার রান্দা তো ফুরাউ আম্মার লাকান,Sylhet
"আরেক টু খাও, এক চামুচ দেই?","আর থুরা খাও, এক চামচ দিলাই?",Sylhet
মেকআপ টা কেমন হইসে?,মেকআপ কিলা ওইছে?,Sylhet
"একটু বেশী হয়ে গেসে, কম হলে আরো ভালো লাগতো","থুরা বেশি ওই গেছে, কম ওইলে আরো ভালা লাগলো নে",Sylhet
"বউ মেকআপ তুলতে তুলতে, যাবোই না আজ","বউয়ে মেকআপ তুলিয়া তুলিয়া,যাইরাম ওউ না আইজ",Sylhet
আমি তো মেকআপই দিতে পারি না,আমি তো মেকআপ ওউ দিতাম ফারি না,Sylhet
তুমি যাও একা একা,তুমি ওউ যাও এখলা,Sylhet
পার্টি তে গিয়ে সুন্দরি দের সাথে ঢং করে আসো,পার্টিত গিয়া সুন্দরী ওকলতোর লগে ফুংগামি করিয়া আও,Sylhet
কিভাবে এতো জোস মেকআপ করো,কিলা ওতো জোস মেকআপ করো,Sylhet
না বুঝে বেশী কথা বলো কেন ,আনা বুঝিয়া বেশি মাতো কেনে,Sylhet
"আমার দিকে তো আর তাকাও না, চোখ থাকে অন্য মেয়েদের দিকে","আমার দিকে তো আর চাও না, চউখ থাকে অইন্য ফুরিন্তোর ওবায়",Sylhet
আমি বেশ কিছুক্ষন তাঁর মুখের দিকে তাকিয়ে থাকলাম,আমি বাক্কা সময় তাঁর মুখ ওর দিকে চাই রইলাম,Sylhet
তুমি এতো কিছু বুঝো কিভাবে,তুমিতাইন ওতোতা বুঝো কিলা,Sylhet
শাড়িটা আমাকে কেমন মানিয়েছে,শাড়িটায় আমারে কিলা লাগের,Sylhet
সবুজ শাড়িটা পড়লে দারুন লাগতো,সবুজ রঙ ওর শাড়ি ওগু পড়লে সুন্দর লাগতো,Sylhet
সবুজ শাড়ি কি তোমার এক্স কোনো গার্লফ্রেন্ডের পছন্দের রঙ,সবুজ রঙ ওর শাড়ি কিতা তোমার এক্স কোনো বান্ধোবীর পছন্দ আছিল নি?,Sylhet
এই সব তেল আমাকে দিবা না! বিরক্ত লাগে,ইতা তেল আমারে মারিও না! অসইহ্য লাগে,Sylhet
"মাথায় রেখো, বিয়ে বাড়িতে যাচ্ছো","মনো রাখিও, বিয়া বাড়িত যাইরায়",Sylhet
বউ এর চেয়ে তোমাকে বেশী সুন্দর লাগলে কিন্তু সমস্যা,বউ ওর তাকি তুমিতাইনরে বেশি সুন্দর লাগলে তো সমস্যা,Sylhet
বিবাহিত জীবনে সুখে থাকুন,সংসার জীবন্ব ভালা থাকোউকা,Sylhet
আমার স্বামী মদ খায় রাতের পর রাত বন্ধুদের সাথে আড্ডা দেয়,আমার জামাইয়ে মদ খাইয়া রাইত ওর পর রাইত বন্ধু ইতাইন্তোর লগে আড্ডা মারে,Sylhet
আমি এটা স্বাভাবিকভাবে নিয়েছিলাম,আমি ইগুরে একবারে স্বাভাবিক ওউ লইছলাম,Sylhet
আমার কাছে ধরা পড়ার পরেও স্বীকার না করে উল্টা আমার গায়ে হাত তুলে,আমার ওনো ধরা খাওয়া বাদেও হাছা না মাতিয়া আবার আমার গাত হাত তুলে,Sylhet
এখন তাকে আর ছাড় দেওয়া যাবে না,ওখন আর হেরে ছাড় দেওন যাইতো নায়,Sylhet
যে মানুষ গায়ে হাত তোলে অন্য মেয়েদের সাথে কথা বলে ঘরে বউ রেখে,যেগুয়ে গাত হাত তুলিয়া অন্য ফুরিন্তোর লগে মাতে ঘরও বউ রাখিয়া,Sylhet
এমন পুরুষদের সাথে সংসার যায় না,ওলা বেটাইন্তোর লগে সংসার করা যায় না,Sylhet
কোন মানুষের প্রতি একবার বিশ্বাস উঠে গেলে অভিনয় করে বেশি দিন সেখানে থাকা যায় না,কোন মাইনষের উফ্রে একবার বিশ্বাস উঠি গেলে ওনো নাটক করিয়া আর বেশি দিন থাকা যায় না,Sylhet
আর সহ্য না করতে পেরে আপনাদের কাছে সঠিক পরার্মশ চাচ্ছি,আর সইহ্য না করতে পারিয়া ওখন আফনারার ধারো ভালা উপায় চাইরাম,Sylhet
আমার বাবা পুলিশে আছেন তো মায়ের সাথে বিয়ের পর থেকেই তিনি পরকীয়ায় আসক্ত ছিলেন,আমার বাবা পুলিশও আছোইন তো মা'র লগে বিয়ার বাদে তাকি ওউ তাইনও পরকীয়াত মগ্ন আছলা,Sylhet
আম্মু অনেক সহ্য করে এতো বছর সংসার করে গেছেন,আম্মায় বউত সইহ্য করিয়া ওতো বছর সংসার করিয়া গেছোইন,Sylhet
এর মধ্যে অনেক সময় ভালো হয়ে যেত আবার খারাপ হয়ে যেত,এর মাঝে বউত সময় ভালা ওইতো আবার খারাপ ওই যাইতো,Sylhet
শেষ বয়সে এসে সে এখন এমন একটা জঘন্য কাজ করলো,শেষ বয়সও আইয়া হে ওখন ওলা একটা বাদ কাজ করলো,Sylhet
সে ২য় বিয়ে করছে একটা বিবাহিত মহিলাকে,হে দুই নাম্বার বিয়া করছে একগু বিয়াইত্তা বেটিরে,Sylhet
সে দ্বিতীয় বিয়ে করে শান্তি পায় নি,হে দুই নাম্বার বিয়া করিয়া শান্তি পাইছে না,Sylhet
বাবার কাছে আমার মায়ের নামে অনেক উল্টা পল্টা কথা বলে,বাবার ধারো আমার মা'র নামে বউত আউল ফাউল মাত মাতে,Sylhet
আমি একটা পাবলিক বিশ্ববিদ্যায়ের পড়াশোনা করছি,আমি একটা পাবলিক বিশ্ববিদ্যালয়ও পড়িয়ার,Sylhet
সে এখন আমার পড়াশোনার খরচ দিতে চায় না,হে ওখন আমার পড়ার খরচ দিতো চায় না,Sylhet
ঐ মহিলা আর সে মিলে আমাকে গালিগালাজ করতে থাকে,হউ বেটি আর হে মিলিয়া আমারে গালাগালি করতে থাকে,Sylhet
আমি তোর পড়াশোনার কোনো খরচ দিবো না,আমি তোর পড়ার কোন খরচ দিতাম নায়,Sylhet
আমাকে দয়া করে সঠিক পরার্মশ দিয়ে একটু সাহায্য করুন,আমারে দয়া করিয়া ভালা উপায় দেখাইয়া সাহায্য করোইন,Sylhet
আমি কী করতে পারি?,আমি কিতা করতাম পারি?,Sylhet
২৮ বছর ধরে আমার মা কষ্ট করে গেছেন,২৮ বছর ধরিয়া আমার মা'য় কষ্ট করিয়া গেছোইন,Sylhet
অন্যদিকে এতো অন্যায় করার পরও আমার বাবা আর ঐ মহিলা অনেক সুখে আছেন,আরেক বায় ওতো অন্যায় করার বাদেও আমার বাবা আর হউ বেটি বউত সুখে আছে,Sylhet
আপনাদের থেকে কিছু ভালো পরামর্শ নিতে আসলাম,আফনারার ধারো কিছু ভালা উপায় নেওয়াত আইলাম,Sylhet
আমি একজন অবিবাহিতা,আমি এক অবিবাহিতা ,Sylhet
ছোট থেকে নানার বাসায় বড় হয়েছি,ছোট তনে নানার বাড়িত বড় ওইছি,Sylhet
এখন নানার বাসায়ই থাকি,ওখনও নানার বাড়িত ওউ থাকি,Sylhet
আমাদের যৌথ পরিবার ছিল নানার বাসায়,আমরার যৌথ পরিবার আছিল নানার বাড়িত ,Sylhet
আমার আব্বু আগে নেশায় আসক্ত ছিল,আমার আব্বা আগে নেশাত ডুবি আছলা,Sylhet
আমাদের সাথে আমার আব্বু তেমন সময় কাটাতো না,আমরার লগে আমার আব্বার ওতো সময় কাটতো না,Sylhet
আব্বু সারাদিন বাহিরে বাহিরে থাকত,আব্বা হারাদিন ওউ বাইরে থাকতা,Sylhet
আমি তখন অনেক ছোট ছিলাম,আমি হউ সময় বউত ছোট আছলাম,Sylhet
আমার ফুফু চাচারাও আমাদের দেখতে পারত না,আমার ফুফু চাচাইন্তেও আমরার দেখতে পারতো না,Sylhet
আম্মুই আমাকে আর ভাইকে বড় করছে অনেক কষ্ট করে,আম্মায় আমারে আর ভাইরে বউত কষ্ট করি বড় করছোইন,Sylhet
আমাকে আগে সবাই আদর করত,আমাতে আগে হক্কলে মায়া করতো,Sylhet
যত বড় হলাম সবার চোখে এক প্রকার বিশ এর মত হয়ে গেলাম আমি,যত বড় ওইছি দেখি হক্কলের চউখও একলাকান বিষ ওর মতো ওই গেছি আমি,Sylhet
আগের তুলনায় আব্বু অনেক ভালো হয়ছেন,আগের তাকি আব্বা বউত ভালা ওইছোইন,Sylhet
আমার খালামুনির বিয়ে হইছে ২০১৫তে,আমার খালামণির বিয়া ওইছে ২০১৫ ত,Sylhet
আমার খালামুনির দুইটা ছেলে আছে,আমার খালামণির দুইগু ফুয়া আছে,Sylhet
বিয়ের আগে খালামুনিই আমাকে বড় করছে,বিয়ার আগে খালামণি এউ আমারে বড় করছোইন,Sylhet
আম্মু কিছু হলেই আমাকে মার ধর করে,আম্মায় কুন্তা ওইলেউ আমারে পিটাপিটি করে,Sylhet
আমার আব্বু যে এত খারাপ কখনো ফুলের টোকাও দেয় নাই,আমার আব্বা যে ওতো খারাপ কোনো সময় ফুলের টুকাও দিছে না,Sylhet
আমি একজন ছেলে বর্তমানে বাংলাদেশ নেভীতে কর্মরত আছি,আমি এক ফুয়া ওখন বাংলাদেশ নেভীত কাম করিয়ার,Sylhet
আমি ৪ মাস আগে পরিবারের পছন্দে বিয়ে করেছি,আমি ৪ মাস আগে পরিবার ওর পছন্দেউ বিয়া করছি,Sylhet
আমি সকাল ৮ টাই ডিউটিতে চলে যাই,আমি সকাল ৮ টাত ডিউটিত যাই গি,Sylhet
আমার স্ত্রী একদিনও সময়মতো টেবিলে খাবার দিতে পারে না অনেক সময় বাইরে গিয়ে নাস্তা করি,"আমার বউ একদিনও সময়মত খানি দিতো পারে না, বউত দিন বাইরে গিয়া নাস্তা খাই",Sylhet
সে এতো সকালে নাকি উঠতে পারে না,তাই ওতো সকাইলকু বুলে উঠতো পারে না,Sylhet
সে তার বাপের বাড়িতে থাকতে নাকি ১০ টার আগে ঘুম থেকে উঠতো নাহ,তাই তাইর বাফ ওর বাড়িত থাকে কাইলও বুলে ১০ টার আগে ঘুম ওর তনে উঠতো না,Sylhet
সে প্রচন্ড অলস একটা কাজ সময়মতো করতে পারে না,তাই বউত কুরিয়া একটা কাম সময়মত করতো পারে না,Sylhet
"সারাদিন বাসায় বসে ফেইসবুক, টিকটকে সময় কাটে তার","হারাদিন বাসাত বইয়া ফেইসবুক, টিকটক ওতাত সময় কাটে তাইর",Sylhet
আমাদের মধ্যে প্রায়সময় ঝগড়া হয়,আমরার মাঝে প্রায় ওউ ঝগড়া ওয়,Sylhet
আমি খুব সমস্যায় আছি,আমি বউত সমস্যাত আছি,Sylhet
দিন দিন হতাশার মধ্যে ডুবে যাচ্ছি এর মুক্তি পাবো কিভাবে?,দিন দিন হতাশাত ডুবি যাইয়ার ইটা তনে মুক্তি পাইমু কিলা?,Sylhet
আমি সত্যিই খুব অসহায় বোধ করতেছি,আমি হাছাউ বাক্কা অসহায় বোধ করিয়ার,Sylhet
পোস্ট ভালো না লাগলে এড়িয়ে যান,পোস্ট ভালা না লাগলে এড়াইয়া যাউকা,Sylhet
একটা মেয়ে ছয়টা ছেলের সাথে প্রেম করছে,একগু ফুরিয়ে ছয়গু ফুয়ার লগে প্রেম করছে,Sylhet
ভিডিও বানানোর কী দরকার ছিল?,ভিডিও বানানির কিতা দরকার আছিল?,Sylhet
আমার তো মনে হয় মেয়েদের একাধিক ডেট করা উচিত,আমার তো লাগে ফুরিন্তোর বউট্টি ডেট করা উচিত,Sylhet
এমন করতেসে কেন বসে বসে?,ইতা করের কিতার লাগি বইয়া বইয়া?,Sylhet
তিনি হিসেব মেলাতে পারছেন না,তাইন হিসাব মিলাইতে ফাররা না,Sylhet
এ কী করে সম্ভব,ইগু কিলা ওয়!,Sylhet
তুমি ঘুম থেকে উঠে আমাকে কল দিও,তুমিতাইন ঘুম তনে উঠিয়া আমারে কল দিও,Sylhet
তুমি এত ঘুমায় কেন ?,তুমিতাইন ওতো ঘুমাও কিতার লাগি?,Sylhet
তোমার এত ঘুম আসে কেন ?,তুমিতাইন ওর ওতো ঘুম আয় কিওর লাগি?,Sylhet
তোমার সাথে আমার জরুরি কথা আছে,তুমিতাইন ওর লগে আমার জরুরি মাত আছে,Sylhet
একটা স্বাভাবিক মানুষ এত ঘুমায় না,একটা স্বাভাবিক মাইনষে ওতোতা ঘুমায় না,Sylhet
আমার সকালে উঠেই চা খাওয়ার অভ্যাস,আমার সকাইলকু উঠিয়াউ চা খাওয়ার অভ্যাস,Sylhet
আমার সন্ধায় কফি খাওয়ার অভ্যাস আছে,আমার হাঞ্জাবেলাত কফি খাওয়ার অভ্যাস আছ্র,Sylhet
তুমি দুপুরে কি দিয়ে ভাত খেয়েছ ?,তুমিতাইন দুপুরবেলাত কিতা দিয়া ভাত খাইলায়?,Sylhet
তুমি কি রাতের বেলা বাহিরে বের হবে ?,তুমিতাইন কিতা রাত্রে বারোইবায় নি?,Sylhet
আপনার সব থেকে কাছে মানুষটি কে ?,আফনার সব তাকি কাছ ওর মানুষ কে?,Sylhet
আপনার সাথে কথা বলতে অনেক ভালো লাগে আমার,আফনার লগে মাত্তে বাক্কা ভালা লাগে আমার,Sylhet
আমার অনেক খারাপ লাগছে,আমার বউত খারাপ লাগের,Sylhet
আমার মনে হয় যে আমি কিছুই মনে রাখতে পারছি না,আমার লাগের আমি কুন্তাউ মনও রাখতে পারিয়ার না,Sylhet
আমার ছোটো বোন নানার বাড়ীতে ঘুরতে গিয়েছে,আমার ছোটো বইন নানার বাড়িত ঘুরাত গেছে,Sylhet
সে পরের মাসে বিদেশ চলে যাবে,তাই বাদের মাসও বিদেশ যাইবো গি,Sylhet
মেয়েটি খুবই বেয়াদপ,ফুরিটা যে বেয়াদ্দব,Sylhet
মেয়েটি সারাক্ষন মিথ্যে কথা বলে,ফুরিগুয়ে হক্কলতাত মিছা মাতে,Sylhet
ছেলেটি রাস্তা দিয়ে হেঁটে যাচ্ছে,ফুয়াগু রাস্তা বায়দি হাটিয়া যাইরো,Sylhet
একটি বিড়াল দরজার সামনে বসে আছে,একগু বিলাই দরজার ধারো বই রইছে,Sylhet
একটি কুকুর রাস্তায় বসে আছে,একগু কুত্তা রাস্তাত বই রইছে,Sylhet
একটি সাদা রঙের পাখি আকাশে উড়ছে,একগু সাদা রঙ ওর পাখি আকাশ-ও উড়ের ,Sylhet
অল্পবয়সী একটি ছেলে বাইরে ফুটপাতে দৌড়াচ্ছে,কম বয়সী একগু ফুয়া বাইরে ফুটপাত-ও দৌড়ার,Sylhet
আমি কাজে যেতে চাই না,আমি কামও যাইতাম চাই না,Sylhet
আপনি এই কলমটি নিন,আফনে ওউ কলম ওগু লউকা,Sylhet
আমাকে সত্যি কথা বলুন,আমারে হাছা কথা কউকা,Sylhet
তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও,তুমিতাইন ঘুম তনে জলদি উঠি যাইও,Sylhet
আপনি ঘুম থেকে উঠতে চান না,আফনে ঘুম তনে উঠতা চাইন না,Sylhet
আমি সকালে নাস্তা করে স্কুলে যাই,আমি সকাইলকু নাস্তা খাইয়া বাদে স্কুলও যাই,Sylhet
আমার সকালে কিছু খেতে  ভালো লাগে না,আমার সকাইলকু কুন্তা খাইতে ভালা লাগে না,Sylhet
আমরা হেরে গেছি,আমরা হারি গেছি,Sylhet
আমরা হেরে গেছিলাম,আমরা হারি গেছলাম,Sylhet
আমটি কে খেয়েছিল?,আম ওগু কে খাইছিল?,Sylhet
আমি হারিয়ে গেছি,আমি হারি গেছি,Sylhet
আমি ঠিক আছি,আমি ঠিক আছি,Sylhet
আমাকে বিশ্বাস করো,আমারে বিশ্বাস করো,Sylhet
আমার প্রশ্নের জবাব দিন,আমার মাত ওর জবাব দেউকা,Sylhet
আমি তাকে দখতে পেলাম,আমি তারে দেখছি,Sylhet
আমাকে ঢুকতে দিন,আমারে ঢুকতে দেউকা,Sylhet
আমাকে যেতে দাও,আমারে যাইতে দেউকা,Sylhet
এখানে অপেক্ষা করুন,ওনো উবাউকা,Sylhet
আমি অসুস্থ হয়ে পরেছিলাম,আমি অসুস্থ ওই গেছলাম,Sylhet
আমি ওদের দেখতে পেলাম,আমি হেরারে দেখছি,Sylhet
সময় শেষ হয়ে গেছে,সময় ফুরাই গেছে,Sylhet
আমরা অপেক্ষা করব,আমরা উবাইমু নে,Sylhet
তিনি উঠে দাঁড়ালেন,তাইন উঠিয়া দাড়াইলা,Sylhet
আমি বেশি লম্বা,আমি বাক্কা লাম্বা,Sylhet
আমি ক্ষমা চাইছি,আমি মাফ চাইয়ার,Sylhet
আমি ফিরে এলাম,আমি ফিরিয়া আইছি,Sylhet
আমি কেক পছন্দ করি,আমি কেইক ভালা ফাই,Sylhet
একটু ঘুমিয়ে নাও,থুরা ঘুমাই যাও,Sylhet
আমি একা ছিলাম,আমি এখলা আছলাম,Sylhet
আমার সঙ্গে আসুন,আমার লগে থাকোউকা,Sylhet
তিনি রেগে গেছিলেন,তাইন রাগি গেছলা,Sylhet
আমার হাতটা ধরুন,আমার হাত ধরোউকা,Sylhet
আমি অবাক হয়ে গেছিলাম,আমি অবাক ওই গেছলাম ,Sylhet
আমি আসবো না,আমি আইতাম নায়,Sylhet
আমি হারবো না,আমি হারতাম নায়,Sylhet
আমার হাত ব্যাথা করছে,আমাত হাত-ও বেদনা করের,Sylhet
আমার পা ব্যাথা করছে,আমার ফা-ও বেদনা করের,Sylhet
আপনাকে কে পাঠিয়েছে?,আফনারে কে পাঠাইছে?,Sylhet
তোমাকে দেখে অসুস্থ বলে মনে হচ্ছে,তুমিতাইনরে দেখিয়া অসুস্থ লাগের,Sylhet
আপনারা আগে যান,আফনারা আগে যাউকা,Sylhet
আমাকে ডাকবেন না,আমারে ডাকবা না,Sylhet
আমার হলুদ রঙ পছন্দ,আমার হইলদা রঙ ভালা লাগে,Sylhet
আমি আপেল পছন্দ করি,আমি আপেল ভালা ফাই,Sylhet
আমার ঠান্ডা লেগেছে,আমার ঠান্ডা লাগছে,Sylhet
আমার খিদে পাচ্ছে,আমার ক্ষুদা লাগরো,Sylhet
আমি বিদেশে গেছিলাম,আমি বিদেশ গেছলাম,Sylhet
আমি ভেতরে গেলাম,আমি ভিতরে গেলাম,Sylhet
সে রেগে গেছিলো,হে রাগি গেছিল,Sylhet
আমাকে ওখানে নিয়ে চলুন,আমারে হনো লইয়া যাউকা,Sylhet
সে আমার স্ত্রী,তাই আমার বউ,Sylhet
আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে,আফনারে দেখিয়া অসুস্থ লাগরো,Sylhet
আমাদের বিয়ের পর থেকেই নানা ছোটখাটো কারনে ঝগড়া লেগে থাকতো,আমরার বিয়ার বাদে তাকি ওউ নানা ছোটমুটো ব্যাপার তাকি ঝগড়া লাগি যাইতো,Sylhet
আমি বুঝতে পারতাম তার অন্য কোথাও সম্পর্কে আছে,আমি বুঝতে ফারিয়ার তার অইন্য কোনকানও সম্পর্ক আছে,Sylhet
সে কোন দিন স্বীকার করে না,হে কোনদিন ওউ হাছাটা কয় না,Sylhet
এভাবে নানা রকম ঝামেলা হতে থাকে,ওলায় বউত রকম ঝামেলা ওইতেউ থাকে,Sylhet
আমাদের পারিবারিক ভাবে বিয়ে হয়,আমরার পরিবার তাকি ওউ বিয়া ওইছিল,Sylhet
যখন বাড়ীতে জানাই তখন নানা রকম কথা হয়,যখন বাসাত জানাই তখন বউত লাকান মাত ওয়,Sylhet
বেশ কয়েক বার তাকে সু্যোগ দেয়া হয়,বাক্কা বউত বার তারে সুযোগ দেওয়া ওয়,Sylhet
কিন্তু সে ভালো হয়না,কিন্তু হে ভালা ওয় না,Sylhet
অনেক দিন বাবার বাসায় ছিলাম,বউত দিন বাফ ওর বাড়িত আছলাম,Sylhet
"তোমাকে ছাড়া বাচবো, তোমার বিয়েতেও নাচবো","তুমিতাইন রে ছাড়া বাচমু, তুমিতাইন ওর বিয়াতও নাচমু",Sylhet
সে তখন আবারো ফিরে চায় আমাকে,হে আবার ওখন ফিরাইয়া নিতো চায় আমারে,Sylhet
এক পর্যায়ে এমন অবস্থা করে মে আমিও দূবল হয়ে যাই,এখ পর্যায়ে এমন অবস্থা খরে যেন মুইও দুর্বল অই গেছলাম। ,Sylhet
কিছু দিন সে ভালো থাকে,কিছু দিন হে ভালা থাকে ,Sylhet
তারপর একের পর এক অশান্তি বাড়তে থাকে,এরবাদে এখটার পর এখটা অশান্তি বাড়তেউ থাকে। ,Sylhet
সে যার সাথে সম্পর্কে জড়িয়ে তাকে বিয়ে করবে না বলে কিন্তু সম্পর্ক রাখবে,হে যার লগে সম্পর্কত জড়ায় তারে বিয়া করতো নায় খয় কিন্তু সম্পর্ক রাখবো। ,Sylhet
সে শুধু আমাকে খাবার টুকু ঠিক মত দেয় যেন কাউকে বলতে না পারি,হে খালি মোরে খানিটা ঠিক মতে দেয় যাতে খেউরে কইতাম না ফারি ,Sylhet
আমার তো একটা হাত খরচ লাগে তাও সে দেয়না, আমার তো এখান হাত খরচা লাগে তাও হে দেয় না ,Sylhet
বাবা হিসেবে ছেলেকে ভালবাসে অনেক,বাফ হিসাবে ফুয়ারে ভালাপায় অনেখ। ,Sylhet
চুপ ছিলাম বুঝাইছি অনেক লাভ হয়নি,চুুফ আছলাম বুঝাইছি বাক্কা লাভ অইছে না ,Sylhet
এক পর্যায়ে আবারো বাড়িতে জানানো হয়,এখ পর্যায়ে আরখবার বাড়িত জানানি অইছিল,Sylhet
তখন সে অনেক খারাপ আচরন করে,হেব্‌লা হে অনেখ বাদ আচরণ করছিল,Sylhet
সে আমার পরিবারের কাউকে সম্মান করেনা,হে মোর পরিবারর খেউরে সম্মান খরে না ,Sylhet
"সে কারো কথা বলেনা ,কারো বাসায় যায়না","হে  খারো মাত মাতে না, খারো বাসাত যায় না ",Sylhet
এমন কি আমার বাবা মা সামনে আসলে সালাম পর্যন্ত দেয়না,এমন কি মোর আব্বা আম্মা সামনে আইলে সালাম পর্যন্ত দেয় না,Sylhet
সে তাদের সাথে সম্পর্ক রাখবো না,হে তারার লগে সম্পর্ক রাখতো নায় ,Sylhet
আমি তখন বলি কেন কি হইছে ?,মুই হেসময় জিকাইলাম খেনে কিতা অইছে? ,Sylhet
তারা আমাকে অনেক অপমান করছে,তারা মোরে অনেখ অপমান করছিলা,Sylhet
আপনারা বলেন সে পরকিয়া করবে বউ কে মারবে আর বাবা মা চুপ থাকবে?,আফনারা খইন হে পরকীয়া খরবো বউরে মারবো আর বাফ মা চুফ থাখবা?,Sylhet
আমার কোন ভাই নেই আমি বড় মেয়ে,মোর  কুনো ভাই নাই মুই বড় ফুড়ি ,Sylhet
আমাদের মধ্যেবিও পরিবার,আমরার মধ্যবিত্ত পরিবার,Sylhet
এসব কিছু কাউকে বলে কোন সমাধান নাই,ইতা খেউরে কইয়া কুনো সমাধান নাই ,Sylhet
